年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
97/01,2855,統一證券,     50204289,        638410,      2455706,              0,      2030992,        225828,     55555225,     30893702,      4349935,        366753,              0,     35610390,     11768695,         50110,      8293165,       -190083,         22948,     19944835,              0,              0,             16.93
97/01,2856,元富證券,     65410899,      1002722,      1979411,         56637,      1895759,              0,     70345428,     50643671,        900000,        397207,        178534,     52119412,     13988726,         16806,      4288070,        -67586,              0,     18226016,              0,     11736000,             13.14
97/01,6005,群益證,     70888222,      1455659,      4258322,        400864,      1787288,              0,     78790355,     53302813,        725287,        438372,        506364,     54972836,     14741150,        845050,      8038398,         -8206,        201127,     23817519,              0,              0,             16.02
97/01,6012,金鼎證券,     39725533,        671381,      2178056,        252539,      2133136,              0,     44960645,     31101584,      1699786,        383976,        377793,     33563139,     10827764,              0,        507214,         18150,         44378,     11397506,              0,              0,             10.49
