年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
97/02,1101,台泥,     55565071,      8002216,    118922194,      3051752,      5713107,    191254340,     42792997,     48250635,      5230295,      2037777,     98311704,     32921759,      8540015,     11820691,     21505433,              0,              0,     18154738,     92942636,              0.00,              0.00,             23.02
97/02,1102,亞泥,     46161037,     50464230,     43762326,      2235419,      8302388,    150925400,     26729246,     40973357,      1466299,      1788357,     70957259,     28987723,      7978952,     18489198,     12881948,              0,              0,     11630320,     79968141,              0.00,              0.00,             24.99
97/02,1103,嘉泥,     10794642,      7083894,      9861487,        958425,        378936,     29077384,      2623239,      5541964,      1291202,        875151,     10331556,      7390769,        472676,      6490601,      2986440,       -850176,              0,      2255518,     18745828,              0.00,    128464631.00,             30.35
97/02,1104,環球水泥,      5764298,      5586407,      6403993,        398704,      2481620,     20635022,      3666510,      2777554,      1169037,        505793,      8118894,      6038919,        166237,      1850200,      3724760,              0,              0,        736012,     12516128,              0.00,              0.00,             21.07
97/02,1108,幸福水泥,      5753791,        279128,      3132197,         31099,        577222,      9773437,      3628665,      1328587,              0,        471733,      5428985,      4047380,         15965,        303665,        -31046,              0,              0,          8488,      4344452,              0.00,              0.00,             10.71
97/02,1109,信大水泥,      4157436,      1003665,      2155989,         10567,        237010,      7564667,        546637,              0,              0,        352488,        899125,      4290898,         28462,      1764688,        -12329,              0,              0,        593823,      6665542,              0.00,              0.00,             14.15
97/02,1110,東泥,      1603893,      2817066,      5247835,              0,        472106,     10140900,        769611,         49000,        243226,        621994,      1683831,      5760008,        169655,      1685843,        886475,        -48026,              0,          3114,      8457069,              0.00,      4301932.00,             14.79
97/02,1201,味全公司,      5676581,        244435,      6440970,        387616,      1122398,     13872000,      5000788,      1854198,        748907,      1473721,      9077614,      5060629,         77114,       -123505,       -277641,              0,              0,         57789,      4794386,              0.00,              0.00,              9.36
97/02,1203,味王公司,      3473547,        405311,      4367983,         90079,        779022,      9115942,      3138305,        700858,        879848,        455057,      5174068,      2092537,         36154,       -120146,      1191521,         -4951,              0,        746759,      3941874,              0.00,      2000000.00,             15.42
97/02,1210,大成長城,     17822607,      1517176,      6965916,        338944,        757625,     27402268,     12842833,      1489492,         20754,        535136,     14888215,      4433739,      1379009,      1953338,        752797,       -218792,              0,      4213962,     12514053,              0.00,     31930941.00,             21.26
97/02,1213,大飲,        340242,         32700,        177840,              0,        235582,        786364,        165726,              0,              0,         38676,        204402,        514751,         21938,         46570,         -1297,              0,              0,              0,        581962,              0.00,              0.00,             11.31
97/02,1215,卜蜂企業,      3676722,        214873,      1283416,         35205,        107834,      5318050,      2396849,              0,              0,        274404,      2671253,      2320268,            967,        315019,        -89405,              0,              0,         99948,      2646797,              0.00,              0.00,             10.98
