年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產合計,流動負債,長期負債,其他負債,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,少數股權,股東權益合計,換算匯率,換算匯率參考依據,是否經當地會計師查核或核閱
96/03,9102,東亞科,      6334712,        218458,      1549520,         72402,        277509,      8452601,      6084765,         42009,          5248,      6132022,      2143647,         12781,        111864,        -59775,              0,        112062,      2320579,21.96,資產負債表日台銀新加坡收盤價買賣平均匯率,毋須經會計師查核或核閱
96/03,9105,泰金寶,     33857037,         51273,      6098803,        439799,        129972,     40576884,     27038499,        757651,              0,     27796150,      3778057,      2836601,      6518160,       -352084,              0,              0,     12780734,0.964:1(THB:NT),依財報日之匯率,經會計師核閱
