年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
100/01,1409,新纖,     35340459,     32081078,      9878620,     16921692,         44558,      4041094,     20885599,     39401320,              0,      5063380,      2348117,     17302269,      1045256,      3481936,      2619576,              0,     98307501,     67698416,      6160048,     30609085,              0,      4434633,             14
100/01,1718,中纖,     91421768,    252554081,     15337881,     11980502,        400016,      6773504,     17989843,    312420037,      1911455,     11069254,      1582176,     14105902,      1609589,      1582240,        330559,              0,    378467752,    344972765,     15866697,     33494987,              0,    270126300,             15
100/01,2514,龍邦國際,    116683028,     40334916,    130995481,      7522331,         11363,     45235666,      5464729,              0,              0,      6508267,    316040802,      5264340,        599953,      1389841,     -1307454,              0,    340782785,    328013798,      6822307,     12768987,              0,     55929000,             12
100/01,2905,三商,     38226823,     47359224,    327795134,      9662647,        107644,     60250695,      9464172,              0,              0,      8186062,    449425232,      5749732,        533554,      3647433,     -1559474,              0,    483402167,    467075466,      7955456,     16326701,              0,     49903000,             15
