年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
96/02,1229,聯華實業,      3331360,     12209132,      4120783,        122844,        454728,     20238847,      2650651,      1088689,         95377,        160325,      3995042,      7090235,        624145,      3871806,      3722779,         -2393,              0,        937233,     16243805,         78000.00,         81000.00,             22.48
96/02,1231,聯華食品,      1573355,         56523,        831492,         48324,        205261,      2714955,        733597,        245606,              0,         64028,      1043231,      1154190,         76975,        407146,         11874,              0,              0,         21539,      1671724,              0.00,              0.00,             14.30
96/02,1232,大統益,      2166305,        217985,      1361676,          1541,         24775,      3772282,      1474488,              0,              0,         13926,      1488414,      1599749,         23784,        645613,         -4361,              0,              0,         19083,      2283868,              0.00,              0.00,             14.16
96/02,1233,天仁,        618765,         11600,        955357,         27781,         98142,      1711645,        405793,              0,              0,        177674,        583467,        905919,         22081,        226459,        -17824,        -17820,              0,          9363,      1128178,              0.00,      1723207.00,             12.97
96/02,1234,黑松,      2139744,      6975409,      3112432,        107587,        619884,     12955056,      1190409,              0,      1915676,        597509,      3703594,      5358281,        184601,      1707845,      2000735,              0,              0,              0,      9251462,              0.00,              0.00,             17.27
96/02,1235,興泰,        721375,         86979,        156978,              0,         73961,      1039293,        293205,              0,         60144,         21995,        375344,        450898,         27674,         80053,        107711,        -11584,              0,          9197,        663949,              0.00,      1555604.00,             16.60
96/02,1236,宏亞食品,        530083,         20250,        948875,         15588,        108394,      1623190,        429779,              0,              0,        163025,        592804,        811726,         33396,        177875,          7389,              0,              0,              0,      1030386,              0.00,              0.00,             12.69
96/02,1301,台塑,     93204646,    143212135,    100858829,      3656349,      1088082,    342020041,     72345363,     58958361,              0,      6421463,    137725187,     57204716,     11838037,     78545412,     56706689,              0,              0,              0,    204294854,              0.00,              0.00,             35.71
96/02,1303,南亞塑膠,    201187373,    108893101,    154396260,      2516438,      5606661,    472599833,    127296166,     66313281,              0,     18942790,    212552237,     76235909,     24957760,    107550202,     37460613,         -1945,              0,     13845057,    260047596,              0.00,        177899.00,             32.30
96/02,1304,台聚,     27934332,      4647463,     12373763,      1066780,      2146830,     48169168,     13175353,      9236201,        814616,      2678268,     25904438,      7714032,        277879,      2230782,      1501643,       -129894,              0,     10670288,     22264730,              0.00,     45050928.00,             15.96
96/02,1305,華夏,      6125365,        277599,      4205045,        218408,        681431,     11507848,      2450869,      2399794,        605707,      1159219,      6615589,      4248035,          9669,         -1199,        490913,              0,              0,        144841,      4892259,              0.00,              0.00,             11.18
96/02,1307,三芳化工,      3622992,        167413,      2801018,        179187,        133630,      6904240,      1716570,      1276233,         37782,        288936,      3319521,      2504083,        137866,        897031,         45739,              0,              0,              0,      3584719,              0.00,              0.00,             14.32
96/02,1308,亞聚,      2820954,      2413037,        527379,         20538,        675119,      6457027,        893480,              0,         21469,        271894,      1186843,      2609316,         26321,      1502410,      1132137,              0,              0,              0,      5270184,              0.00,              0.00,             20.20
96/02,1309,台達化工,      6778811,        881889,      2244357,         64209,        361666,     10330932,      4035256,      1534320,        143860,        412008,      6125444,      2705005,        335269,        831602,        333612,              0,              0,              0,      4205488,              0.00,              0.00,             15.55
96/02,1310,台苯,      7986499,      1944528,      2655414,         37860,        657039,     13281340,      5679320,        624889,         41451,        136799,      6482459,      5889693,        185070,      1137428,        163026,       -904688,              0,        328352,      6798881,              0.00,     84514367.00,             13.42
96/02,1312,國喬石化,     12177361,      3561643,      8149425,        938312,      1417101,     26243842,      8306388,      5734960,      1062196,        510116,     15613660,      6598242,        541390,        602768,        933377,       -231083,              0,      2185488,     10630182,              0.00,      9846848.00,             12.99
96/02,1313,聯成,     12709803,      5955052,      5882685,        269597,        193183,     25010320,      5364368,      4790707,         99828,      1360794,     11615697,      8046297,        382368,      3203545,      1645740,       -102194,              0,        218867,     13394623,        167000.00,     10000000.00,             17.65
96/02,1314,中石化,      9425318,      8421386,     20860837,        115805,      7668832,     46492178,      4352919,     15375119,      3879514,        795516,     24403068,     16899995,         55744,      2024094,      3109277,              0,              0,              0,     22089110,              0.00,              0.00,             13.07
96/02,1315,達新工業,      4806375,        328775,      1715700,         19980,      1058739,      7929569,      1543079,         95734,        240828,        271753,      2151394,      2295000,         25176,        854271,      2610084,        -55915,              0,         49559,      5778175,              0.00,      7930000.00,             25.85
96/02,1316,上曜,        506772,        190536,        361479,         43570,        235790,      1338147,        313892,              0,              0,         42146,        356038,        701661,        105303,         -4984,         14137,              0,              0,        165992,        982109,              0.00,              0.00,             11.63
96/02,1319,東陽,      7550398,      1635635,     14772122,        512402,        618192,     25088749,      9716857,      3379515,              0,        545916,     13642288,      4259475,      1418529,      2102168,        343908,       -201345,              0,      3523726,     11446461,              0.00,     13270747.00,             19.79
96/02,1321,大洋,      2051490,        600198,      1066444,        130410,        669115,      4517657,      1049942,              0,              0,        408555,      1458497,      2272282,        101384,        672224,         48139,        -36189,              0,          1320,      3059160,              0.00,      6542716.00,             13.86
96/02,1323,永裕,        922317,          8528,      1251198,         28467,         38481,      2248991,        802957,        380063,          8767,         34508,      1226295,        750918,         48246,        120371,         45311,         -3886,              0,         61736,      1022696,              0.00,        628381.00,             12.91
96/02,1324,地球工業,        652224,              0,        510478,          1330,         25658,      1189690,        288058,              0,              0,         24120,        312178,        751219,              0,        104864,         21429,              0,              0,              0,        877512,              0.00,              0.00,             11.68
96/02,1325,恒大,        607415,         75866,        641154,              0,         94854,      1419289,         90597,              0,         44912,         37845,        173354,        891110,            766,        256820,         63795,              0,              0,         33444,      1245935,              0.00,              0.00,             13.61
96/02,1326,台化,    138584396,     92627429,    150925389,        902501,      8822496,    391862211,     89195548,     69171979,              0,      6419223,    164786750,     55247302,      9548990,     89189516,     66570696,              0,              0,      6518957,    227075461,              0.00,              0.00,             39.92
96/02,1402,遠東新,     72246681,     49748719,    114507249,     20569637,      3390532,    260462818,     66781118,     58020940,      6660699,      3459789,    134922546,     44803469,      7835573,     18549096,     12270983,              0,              0,     42081151,    125540272,              0.00,              0.00,             19.19
96/02,1410,南染,        403738,              0,      1113088,              0,         89366,      1606192,        229005,          2982,        145775,         65852,        443614,        900000,         21784,         43539,        166979,              0,              0,         30276,      1162578,              0.00,              0.00,             12.58
96/02,1413,宏洲纖維,      1393082,         13461,      2061942,              0,         59911,      3528396,      1395080,         10000,        145598,        155861,      1706539,      2836457,              0,     -1471184,        431521,        -15040,              0,         40103,      1821857,              0.00,      3496585.00,              6.36
96/02,1416,廣豐,      4856468,        887296,      1578103,         12387,        148979,      7483233,        835312,      1171962,        624388,         84376,      2716038,      5497834,        940961,     -1764698,        214672,       -122854,              0,          1280,      4767195,              0.00,     81974273.00,             10.19
96/02,1417,嘉裕,      1987847,      2016121,      1207242,         49676,        467047,      5727933,        917622,              0,        103078,         76789,      1097489,      3798837,         19571,       -272802,      1062106,              0,              0,         22732,      4630444,              0.00,              0.00,             12.13
96/02,1418,東華,      1018264,        267887,      1696807,         44507,        371389,      3398854,      1233333,              0,        322483,        168948,      1724764,      2638553,          5774,     -1113602,        211447,        -69533,              0,          1451,      1674090,              0.00,     21866000.00,              6.91
96/02,1419,新紡,        806260,      2125157,      4033386,          3377,         96081,      7064261,      1369654,              0,        764812,         80565,      2215031,      3000413,          2934,        615287,      1386459,       -155866,              0,              3,      4849230,              0.00,     12031450.00,             16.98
96/02,1432,大魯閣,      1889221,        160308,      1442137,         11952,        515879,      4019497,      2431957,        407511,        266563,         35814,      3141845,        885642,        569380,     -1077383,        121894,       -111902,              0,        490021,        877652,              0.00,      3734716.00,              4.57
96/02,1434,福懋興業,     18209185,     39669052,     20829609,        208617,      1812252,     80728715,     12494119,     10283011,              0,        595895,     23373025,     16846646,         85344,      9985875,     28345385,        -26488,              0,      2118928,     57355690,              0.00,      3043228.00,             32.85
96/02,1435,中福國際,        210788,        410945,        578825,              0,         23385,      1223943,        426576,              0,        161746,          4955,        593277,      1397801,              0,       -645788,        174513,       -294146,              0,         -1714,        630666,              0.00,     28135770.00,              5.66
96/02,1436,華友聯,      3127523,        275798,          5048,         12366,        342688,      3763423,         25331,              0,              0,         31237,         56568,      3377000,        176997,        283412,        -84093,        -46461,              0,              0,      3706855,              0.00,     12776807.00,             12.60
96/02,1437,勤益投控,      1736722,        175166,      2184292,         52233,      3237109,      7385522,        992983,      2205010,        371810,        230965,      3800768,      2032955,        316840,        128085,      1048829,              0,              0,         58045,      3584754,              0.00,              0.00,             17.35
96/02,1440,南紡,      7130906,      5323443,     14555696,         75471,      4409911,     31495427,      3893293,        121176,      3376271,      1406681,      8797421,     14935240,         75446,      3676827,      3904818,              0,              0,        105675,     22698006,              0.00,              0.00,             15.13
96/02,1441,大東紡織,        828037,        393394,        767196,              0,         93557,      2082184,        905672,        143229,        161013,        148171,      1358085,      1079004,             37,       -456397,        104133,         -2687,              0,              9,        724099,              0.00,      1177640.00,              6.78
96/02,1442,名軒,      1825265,        849993,        111198,          2262,         20299,      2809017,      1286572,         97229,              0,          7411,      1391212,      1428084,         27031,        -37368,             58,              0,              0,              0,      1417805,              0.00,              0.00,              9.93
96/02,1443,立益紡織,      3285925,        162384,      3550856,         66280,        133397,      7198842,      4240456,         88797,        227040,         71709,      4628002,      3010900,        312104,     -1151995,        213807,        -36412,              0,        222436,      2570840,              0.00,     17727357.00,              8.29
96/02,1444,力麗,     12509423,      1484418,     10782123,        228226,        852009,     25856199,      9699989,      3670612,          5132,        314749,     13690482,      7314000,      2066586,     -1147242,       -289193,       -499585,              0,      4721151,     12165717,              0.00,     67405057.00,             11.21
96/02,1445,大宇紡織,      1278221,        186105,      1196854,          5945,         10149,      2677274,        308559,        232963,         98272,         73591,        713385,      1795510,         21729,        133376,        104822,        -91739,              0,            191,      1963889,              0.00,     16711632.00,             12.06
96/02,1446,宏和,        904341,        286765,      1055690,         18295,      1019069,      3284160,        975616,        347215,              0,         27490,      1350321,      2238702,        297239,       -695385,         93283,              0,              0,              0,      1933839,              0.00,              0.00,              8.64
96/02,1447,力鵬,      6350349,      2343823,      6762381,         47438,        418379,     15922370,      4817394,      2629507,              0,        157823,      7604724,      6277563,      1498608,      1575369,     -1033894,              0,              0,              0,      8317646,              0.00,              0.00,             14.57
96/02,1449,佳和實業,      5422449,        832099,      4787629,        236110,        438962,     11717249,      5835753,      1062163,        821518,        675688,      8395122,      4159869,        483753,     -1579068,       -329637,       -313619,              0,        900829,      3322127,              0.00,    109857084.00,              7.91
96/02,1451,年興紡織,      8190214,      2765176,      6521377,         63071,        125730,     17665568,      4433991,              0,              0,        667945,      5101936,      5983691,        377195,      4283984,      1917649,              0,              0,          1113,     12563632,              0.00,              0.00,             20.99
96/02,1452,宏益,      1054620,        505625,        528394,              0,         54437,      2143076,        216550,              0,         42579,          6080,        265209,      1370390,        130566,        346201,         30710,              0,              0,              0,      1877867,              0.00,              0.00,             13.70
96/02,1453,大將,        664629,        103215,        260510,              0,         48199,      1076553,        605833,              0,         54850,         52905,        713588,        673394,              0,       -386400,         64270,         -5952,              0,         17653,        362965,              0.00,        211210.00,              5.14
96/02,1454,台富,      1119703,        220195,        929473,              0,         34194,      2303565,        568229,        130000,              0,         72184,        770413,      1408007,        113652,           -986,         59561,        -47081,              0,             -1,      1533152,              0.00,     10812160.00,             11.79
96/02,1455,集盛,      5345996,        150021,      5405378,          6405,        603792,     11511592,      5162778,        502546,            365,         89851,      5755540,      4805880,        385916,        539267,         24989,              0,              0,              0,      5756052,              0.00,              0.00,             12.19
96/02,1456,怡華,      1743495,        766269,      2540275,              0,         59304,      5109343,      2217989,        967744,        442402,        305304,      3933439,      2236560,            780,       -671049,       -406451,        -21184,              0,         37248,      1175904,              0.00,     19173407.00,              5.57
96/02,1457,宜進,      3646965,        638123,      2086190,         39177,      1037828,      7448283,      3652990,        373056,          3944,         65144,      4095134,      3653200,        359978,     -1093627,         86542,       -116157,              0,        463213,      3353149,              0.00,     37178760.00,              8.81
96/02,1459,聯發紡織,      1718845,      1608015,      3434419,         99674,        366608,      7227561,      1368602,      1695982,              0,         59619,      3124203,      3430536,        536550,        501194,       -193580,       -302373,              0,        131031,      4103358,              0.00,     42065085.00,             13.35
96/02,1460,宏遠,      5586796,        187810,      3943531,          4846,        121109,      9844092,      3183218,      1164639,              0,        169094,      4516951,      4904161,        236457,        357023,         58911,       -229429,              0,             18,      5327141,              0.00,     33706585.00,             11.66
96/02,1463,強盛染整,      1196801,        310937,        625013,              0,        224521,      2357272,        270605,              0,         50877,         45983,        367465,      1884108,        157475,          6767,        -19286,       -122468,              0,         83211,      1989807,              0.00,     26589911.00,             11.78
96/02,1464,得力實業,      1845742,         32690,      2179559,         55977,         88562,      4202530,      1254383,              0,              0,        149729,      1404112,      1755960,        132794,            973,         57687,        -24112,              0,        875116,      2798418,              0.00,      5673000.00,             11.32
96/02,1465,偉全實業,      1433985,         62490,      1047344,         75994,         16836,      2636649,        610135,          9822,              0,         42550,        662507,        863394,        353488,        292085,         13008,              0,              0,        452167,      1974142,              0.00,              0.00,             17.63
96/02,1466,聚隆,        970300,              0,        838951,              0,        277008,      2086259,      1111728,        339747,              0,         26088,      1477563,        715978,              0,       -106629,              0,           -653,              0,              0,        608696,              0.00,         87958.00,              8.51
96/02,1467,南緯實業,      2534822,        264569,      1165572,        346203,        193050,      4504216,      1627043,        533567,         68902,         98188,      2327700,      1649115,         73786,        330288,         22617,              0,              0,        100710,      2176516,              0.00,              0.00,             12.59
96/02,1468,昶和纖維,      1324701,         28552,      1815311,         39244,         43421,      3251229,        802852,        455767,         39548,          5632,      1303799,      1604053,         34870,        141610,        166897,              0,              0,              0,      1947430,              0.00,              0.00,             12.14
96/02,1469,理隆纖維,        907160,         60411,      1312100,          1774,         43009,      2324454,        656119,              0,              0,         10233,        666352,      1246000,        455920,        -34819,         -9023,              0,              0,             24,      1658102,              0.00,              0.00,             13.31
96/02,1471,首利,      2659185,         53618,      1050851,         77188,         29222,      3870064,      2204396,              0,              0,          4650,      2209046,      1429507,        156554,         32251,         42706,              0,              0,              0,      1661018,              0.00,              0.00,             11.62
96/02,1472,三洋紡,        843874,          3144,      1243039,            319,        102887,      2193263,        654737,        204347,              0,         58155,        917239,        875000,        249779,        -63659,         63558,        -37637,              0,        188983,      1276024,              0.00,      5348830.00,             13.23
96/02,1473,台南企業,      4663888,        172805,      1242254,         43167,        164812,      6286926,      1811818,        285480,         37967,        300846,      2436111,      1383247,        733257,      1429194,         94231,              0,              0,        210886,      3850815,              0.00,              0.00,             27.22
96/02,1474,弘裕,      2090260,         70544,      1007003,         37758,         77453,      3283018,      1291347,        285704,         53478,         15826,      1646355,      1325715,            103,        252626,         57774,              0,              0,            445,      1636663,              0.00,              0.00,             12.34
96/02,1475,本盟光電,        983417,          2365,        800023,              0,        167642,      1953447,      1353037,         12000,              0,              0,      1365037,        997197,        375000,       -866696,          7181,              0,              0,         75728,        588410,              0.00,              0.00,              5.14
96/02,1476,儒鴻,      1924739,         70845,      2004771,         32293,        181222,      4213870,      1520604,        330525,              0,        100333,      1951462,      1591618,        138061,        484389,         -2909,              0,              0,         51249,      2262408,              0.00,              0.00,             15.42
96/02,1477,聚陽實業,      5481773,              0,        547545,          1928,         93456,      6124702,      3290247,              0,              0,         24919,      3315166,      1413431,        412881,      1008344,        -28715,              0,              0,          3595,      2809536,              0.00,              0.00,             20.83
96/02,1503,士電,     10736760,      5562043,      5669123,        129991,        146609,     22244526,      9131915,        882554,        240768,      1081937,     11337174,      5209722,      2520991,      2317353,        665573,              0,              0,        193713,     10907352,              0.00,              0.00,             20.56
96/02,1504,東元電機,     30395932,     20206246,     13452607,        464281,      3443484,     67962550,     20475968,      6561714,      1080247,      1372572,     29490501,     19105779,      5863204,      5704186,      7103956,       -697399,              0,      1392323,     38472049,              0.00,     59374055.00,             20.03
96/02,1506,正道,      1248510,        173465,      1269896,         35660,        528566,      3256097,      1531531,         50890,         93573,        243568,      1919562,      1022516,         88336,       -155569,        139939,              0,              0,        241313,      1336535,              0.00,              0.00,             10.71
96/02,1507,永大機電,      9773089,      1012148,      2478247,        213707,      1140529,     14617720,      4310153,        343000,          2702,        574265,      5230120,      4108200,        222376,      3922447,         82832,        -26551,              0,      1078296,      9387600,              0.00,      2129800.00,             20.33
96/02,1512,瑞利,      2522819,              0,      2878968,         62348,        215186,      5679321,      1964102,      1276065,        132382,        109025,      3481574,      1765073,         54803,        105091,        246507,              0,              0,         26273,      2197747,              0.00,              0.00,             12.30
96/02,1513,中興電,      9195744,      1024085,      4190135,        341705,        565938,     15317607,      6464834,        783363,        286075,        570979,      8105251,      4800000,        240886,      1009956,      1009842,        -92394,              0,        244066,      7212356,              0.00,     12127117.00,             14.89
96/02,1514,亞力電機,      2998719,        242757,      1136518,         33823,        208367,      4620184,      1729120,         84973,        164401,        112401,      2090895,      2010670,        152381,        119616,        248505,        -87051,              0,         85168,      2529289,              0.00,     11681991.00,             12.91
96/02,1515,力山,      4356938,        362558,      2234902,        113641,        271707,      7339746,      3454338,        462803,         31782,        319953,      4268876,      2287843,        214665,        118947,         97221,         -8197,              0,        360391,      3070870,              0.00,      1491408.00,             11.93
96/02,1516,川飛,        814508,         45000,        286749,         46832,         17443,      1210532,        356356,         10751,              0,         53726,        420833,        923500,              0,       -202599,         69478,           -680,              0,              0,        789699,              0.00,        143222.00,              8.56
96/02,1517,利奇機械,      3129736,        147021,        873316,        183414,         57143,      4390630,      1023466,              0,          3442,         81079,      1107987,      2368240,         74376,        184006,         79322,       -119395,              0,        696094,      3282643,              0.00,      8999000.00,             11.35
96/02,1519,華城電機,      5550766,        135348,      1551600,         37979,         89510,      7365203,      4412124,        271667,         34528,        105914,      4824233,      2059024,          9839,        455856,          3306,         -5412,              0,         18357,      2540970,              0.00,        389654.00,             12.27
96/02,1521,大億,      1286752,        134556,      1053941,         28447,         65837,      2569533,      1030622,        160000,         66974,         75733,      1333329,        762300,         60472,        406240,          7192,              0,              0,              0,      1236204,              0.00,              0.00,             16.22
96/02,1522,堤維西,      6221111,        681551,      6332710,        125219,        583737,     13944328,      6063308,      3156348,         38717,        131671,      9390044,      2528070,      1206662,        477285,         62704,         -5795,              0,        285358,      4554284,              0.00,        733929.00,             17.19
96/02,1523,臺灣開億,      1725544,      1104290,      3467788,         59711,        160661,      6517994,      1760939,      1320666,              0,        113886,      3195491,      1592610,        475909,        821198,        260678,              0,              0,        172108,      3322503,              0.00,              0.00,             19.98
96/02,1524,耿鼎企業,      1393262,        109606,      3962816,              0,         10688,      5476372,      1497999,      1788930,         74336,         22808,      3384073,      1568768,        220379,        265046,         75287,        -37181,              0,              0,      2092299,              0.00,      4922596.00,             14.20
96/02,1525,江申工業,        656415,        794050,        600705,              0,         35973,      2087143,        341989,              0,         69799,        125427,        537215,        609783,          3203,        724043,        212899,              0,              0,              0,      1549928,              0.00,              0.00,             26.69
96/02,1526,日馳,        365328,              0,        401894,             90,        191589,        958901,        457456,         86077,              0,         28576,        572109,        628970,              0,       -242945,            767,              0,              0,              0,        386792,              0.00,              0.00,              6.15
96/02,1527,鑽全,      7553145,        276538,      1783358,            298,        622135,     10235474,      5577502,      1240000,              0,         13995,      6831497,      1862196,            305,      1633756,          1457,        -93737,              0,              0,      3403977,              0.00,      2010000.00,             18.48
96/02,1528,恩德,      2951518,         57900,        622251,        107925,         53873,      3793467,      1554802,        676590,              0,         78897,      2310289,      1000000,        204248,        209428,         27696,              0,              0,         41806,      1483178,              0.00,              0.00,             15.01
96/02,1529,樂士,      2139879,          2588,        298664,          6834,        162671,      2610636,        931054,         71038,              0,         29661,      1031753,      1596501,        167559,       -183017,         -2600,              0,              0,            440,      1578883,              0.00,              0.00,              9.89
96/02,1530,亞崴機電,      2013667,         32900,        842019,          3500,         35569,      2927655,      1161931,         57190,              0,         84846,      1303967,        783565,        220518,        615185,          5850,         -3337,              0,          1907,      1623688,              0.00,        459143.00,             23.10
96/02,1531,高林股,      4968965,              0,      1552136,        110021,         10425,      6641547,      1625765,        525919,              0,        319469,      2471153,      1694956,        341177,      1267607,        137245,              0,              0,        729409,      4170394,              0.00,              0.00,             20.30
96/02,1532,勤美,     17574164,      3683440,      8602304,        222264,        382383,     30464555,     15043222,      5448007,        122962,        150044,     20764235,      2369893,      1302843,      1204878,        252037,        -19331,              0,      4590000,      9700320,              0.00,      1526504.00,             24.37
96/02,1533,車王電,      2335011,        156854,      1326993,        102010,         53270,      3974138,      1013576,      1100000,              0,         24456,      2138032,        963437,        274120,        571900,         26649,              0,              0,              0,      1836106,              0.00,              0.00,             19.06
96/02,1535,中宇,      1767490,        259577,        127495,              0,         22737,      2177299,        930273,              0,         28899,          7137,        966309,        901474,         18201,        243558,         47757,              0,              0,              0,      1210990,              0.00,              0.00,             13.43
96/02,1536,和大工業,      2202660,        398382,      2780168,         12959,         69540,      5463709,      1596495,      1879170,          1417,         86922,      3564004,      1143296,        415805,        235607,         58285,              0,              0,         46712,      1899705,              0.00,              0.00,             18.17
96/02,1537,廣隆光電,      1271125,          1020,        766814,         68602,          8282,      2115843,        807967,        145508,              0,         78391,      1031866,        660000,        267146,        175474,        -18643,              0,              0,              0,      1083977,              0.00,              0.00,             16.42
96/02,1538,正峰新,      3391944,              0,      1510721,        154305,        151561,      5208531,      2713757,        585181,         18130,         87929,      3404997,      1326821,        361796,        -29010,        132951,              0,              0,         10976,      1803534,              0.00,              0.00,             14.04
96/02,1539,巨庭機械,      1327353,          8840,        503136,              0,        107602,      1946931,      1062379,        100916,              0,          6493,      1169788,        643900,         74525,         60537,         -1819,              0,              0,              0,        777143,              0.00,              0.00,             12.07
96/02,1540,喬福機械,      1253426,              0,        449495,            312,          1662,      1704895,        461020,        200000,              0,          1147,        662167,        743249,        104328,        225343,              0,        -30200,              0,              8,      1042728,              0.00,      4424092.00,             18.13
96/02,1558,伸興,        998870,         12469,        529587,         53695,         11273,      1605894,        662734,          6569,             87,        132435,        801825,        368115,         12363,        414803,          8299,              0,              0,            489,        804069,              0.00,              0.00,             21.83
96/02,1568,倉佑,        846637,         61844,      1179585,         37088,        142164,      2267318,        783369,        430364,              0,          8665,      1222398,        635167,        184854,        103379,         10428,              0,              0,        111092,      1044920,              0.00,              0.00,             14.85
96/02,1582,信錦,      1928133,              0,        305594,         20854,         20819,      2275400,      1005136,              0,              0,        117721,      1122857,        415000,        490590,        192168,         49573,              0,              0,          5212,      1152543,              0.00,              0.00,             32.78
96/02,1583,程泰,      3738634,        112071,      1501171,         62130,        209001,      5623007,      2407041,        310263,          4733,        118132,      2840169,        757133,         28348,        733598,         14663,              0,              0,      1249096,      2782838,              0.00,              0.00,             22.60
96/02,1603,華電,      2335567,      1421441,      3127284,              0,        550969,      7435261,      2970977,              0,        726956,        183352,      3881285,      3423000,        412208,     -1623797,      1529251,       -194705,              0,          8019,      3553976,              0.00,     58646089.00,             12.50
