年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,固定資產-淨額,無形資產,其他資產,資產總計,央行及銀行同業存款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,與待出售資產直接相關之負債,存款及匯款,央行及同業融資、應付金融債券,特別股負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值
101/02,2801,彰化銀行,     39411661,     82423593,     29174811,              0,     20336598,              0,  1117209557,     63039350,    191487670,              0,      8311894,     24109050,         62255,     14204342,  1589770781,    120273230,              0,      1949271,      8253443,     34464668,              0,  1275685369,     38475347,              0,     10238778,  1489340106,     72421114,              0,     17342734,     10666827,    100430675,              0,    100430675,              0,              0,             14.84
101/02,2809,京城銀行,      3741101,     46356953,      4507737,              0,        823799,              0,     94276894,      1995750,      6414590,              0,     25656820,      2629792,              0,        916392,    187319828,      5661103,              0,            572,     14922279,      2901521,              0,    138047716,      7686871,              0,        807779,    170027841,     10512343,        188201,      6487623,        103820,     17291987,              0,     17291987,              0,              0,             16.45
101/02,2812,台中銀行,     10106357,     75436982,      1405867,              0,      2960589,         41639,    300025565,      9016465,      8708252,        125096,        864136,      3402939,              0,      1754243,    413848130,      4315230,              0,         71390,        250000,      8819752,              0,    359871531,     13369205,              0,        510053,    387207161,     23187442,        675537,      2520464,        257526,     26640969,              0,     26640969,              0,              0,             11.93
101/02,2836,高銀,      3010794,     19936270,      1919086,      5423399,      1441386,              0,    163885521,     12919202,      5897025,              0,      1775490,      2173658,         57427,        740470,    219179728,     13429936,              0,            314,         71727,      3490211,              0,    186869846,      4000000,              0,        695020,    208557054,      7069476,      2017724,      1494770,         40704,     10622674,              0,     10622674,              0,              0,             15.03
101/02,2838,聯邦銀行,      9445484,     98098653,     10557550,          2602,     14718895,              0,    192261636,     10676868,      1074951,         55033,     49626069,      7776817,      1985307,      9282893,    405562758,      6939754,      1058791,         23393,     34498725,      8009418,              0,    324211453,      5200000,              0,      2493768,    382435302,     20264396,         33811,      2987419,       -388104,     22897522,        229934,     23127456,              0,              0,             11.75
101/02,2845,遠東商銀,      5230332,     84572977,     16186840,      2883218,     21125893,              0,    282586298,     11230286,      2707486,      2374304,     15079872,      2895463,      1886620,      1293762,    450053351,     14623296,              0,      3676804,              0,      5903561,              0,    375240600,     23142490,              0,      1783554,    424370305,     22422596,         31650,      3289840,        -61040,     25683046,              0,     25683046,              0,              0,             12.12
101/02,2849,安泰銀行,      3837397,     75174664,     11532800,      1359811,     11290815,              0,    201648707,     61174198,              0,              0,      1693693,      1434679,        260176,      4215648,    373622588,      3239461,              0,     10693214,      9187911,      8712814,              0,    306770379,     11190000,      1414865,        523467,    351732111,     16796775,      1461505,      3780292,       -148095,     21890477,              0,     21890477,              0,              0,             13.03
