年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
97/03,2855,統一證券,     35427125,        844215,      2462538,              0,      2022326,              0,     40756204,     16521462,      5771199,        332805,         61908,     22687374,     12157062,        216610,      5907887,       -235236,         22507,     18068830,              0,      3859000,             14.89
97/03,2856,元富證券,     45565142,      1494400,      1942077,         43463,      1849277,         28914,     50923273,     31565087,      1763111,        401805,              0,     33730003,     13988726,         18629,      3534010,       -348095,              0,     17193270,              0,     11153167,             12.39
97/03,6005,群益證,     46582788,      1434378,      4208857,        400864,      1702439,         15151,     54344477,     31682385,        875633,        400701,              0,     32958719,     16267870,        845050,      3847081,         81845,        343912,     21385758,              0,              0,             12.93
97/03,6012,金鼎證券,     28763185,        671037,      2124605,        252539,      1686633,              0,     33497999,     22060791,        798335,        336891,          8880,     23204897,     10827764,              0,       -608174,         29671,         43841,     10293102,              0,              0,              9.47
