年季,公司代號,公司名稱,資產,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他資產-淨額,資產總計,負債,央行及金融同業存款,央行及同業融資,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付商業本票-淨額,應付款項,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,應付退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股東權益,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值(元)
99/01,2880,華南金,,     21464218,    137872718,     33357173,      5899051,     41808164,              0,  1090607667,     64506866,    325380058,         89203,      9842265,        495750,     26561141,        512774,     12483352,  1770880400,,     43016121,              0,     40139710,     23101889,      5447775,     35369952,              0,  1476281179,     31000000,      3251000,              0,      1694284,      8671228,        743961,      7758622,  1676475721,,     62723012,     12408837,     18256670,      1014816,     94403335,          1344,     94404679,              0,              0,             15.05
99/01,2881,富邦金,,    126574872,    118097684,     45408008,     35221066,    127248089,              0,  1069456859,    672373810,    376074706,      1855666,    494799048,     54080168,     23187083,     11927844,     20018681,  3176323584,,     78731612,              0,     27900818,     14258475,      5684496,     96647412,              0,  1264268015,     85259450,      2000000,              0,              0,  1196748120,    172923488,     17686550,  2962108436,,     81329401,     54086688,     61730513,     12417791,    209564393,      4650755,    214215148,      9080000,              0,             25.80
99/01,2882,國泰金,,    774435747,     73240107,    101923686,     42652886,     97329729,              0,  1295931672,    531935051,    674202945,      2576219,    528862034,    122508123,     39006444,      8189463,     50564075,  4343358181,,     56470579,      1590950,     19089072,     12249648,        700000,     45117665,              0,  1250732706,     56471463,              0,              0,              0,  2413664242,    272205943,      8268505,  4136560773,,     96708774,     78240933,     29386159,       -482583,    203853283,      2944125,    206797408,              0,              0,             21.08
99/01,2883,開發金,,      7533566,     45920160,     31582606,      3219362,     15825085,              0,     64943202,     51916985,              0,     12549304,     46399932,              0,      4131400,              0,     11065221,    295086823,,      3105773,              0,     13481403,     25422164,      1652105,      9885227,              0,     27591837,     54298490,      6646876,              0,              0,              0,     18664475,      1937882,    162686232,,    112172050,      8941188,      8263922,      2381729,    131758889,        641702,    132400591,    572879000,              0,             12.38
99/01,2884,玉山金控,,     10384675,    176259108,     89230144,      1787356,     37468395,              0,    574158955,     38819922,     17596582,              0,      7785324,              0,     14058340,      3992612,      3330907,    974872320,,     46653215,              0,     15921875,     18192895,      1969546,      9560334,              0,    789563755,     37700000,              0,              0,              0,              0,      1622070,        895395,    922079085,,     36528000,     10451904,      5814632,         -1301,     52793235,              0,     52793235,     23900000,              0,             14.55
99/01,2885,元大金,,     17862971,     50913960,     43107461,      9501565,     91561932,         45443,    250491876,     20305279,      2929372,      6367285,     15197190,              0,      8669931,      8554629,     14168063,    539676957,,      6551494,              0,      6769789,     15006166,     13267534,     53250978,              0,    286330079,     22300000,      1412262,              0,      1042106,        871101,      7070241,      8804402,    422676152,,     81021057,     24968628,     10574431,        192291,    116756407,        244398,    117000805,     26087000,              0,             14.46
99/01,2886,兆豐金,,    300902685,    104522134,    151415689,         99505,    125777172,              0,  1231440364,    216945951,    269014231,      2733185,     24071227,        487550,     22024059,        282480,     12441223,  2462157455,,    365000444,     48689859,     30515633,    186634242,      7014112,     56348191,              0,  1474165587,     50450000,      9513862,              0,      1867474,     14233211,      8888052,      9496971,  2262817638,,    110594262,     43426403,     35897269,      8779321,    198697255,        642562,    199339817,              0,              0,             17.97
99/01,2887,台新金控,,     29803417,    110928718,     76488142,      5428179,    105125233,              0,  1489429072,    166810562,    225445514,        229565,     23914882,              0,     42512161,     21697582,     38133610,  2335946637,,    154040539,              0,     16730165,     50074499,              0,     43590503,              0,  1818206885,     78675814,              0,              0,              0,      1634646,        541773,     12380597,  2175875421,,     65151162,     19076045,     11368501,        293429,     95889137,     64182079,    160071216,              0,              0,             14.72
99/01,2888,新光金,,     86412223,     56950862,     68625408,     24024966,     53035196,        191073,    476354767,    424126715,      7446671,        164908,    582942408,     98593807,     18271251,      2335046,     32883238,  1932358539,,      3011106,              0,      1823721,     23905595,      7598935,     20925870,              0,    344369442,     20950000,      8071259,      1654000,              0,  1282371722,    118757988,     11150585,  1844590223,,     78677876,     22747282,    -16909910,    -11309191,     73206057,     14562259,     87768316,     31400000,              0,              9.34
99/01,2889,國票金控,,      1190604,             50,    115183835,      1614943,     13130913,        299150,              0,     53313468,              0,      1495700,      4461628,              0,      2127440,        162378,      2294770,    195274879,,      9585000,              0,        479425,    143348221,      7128292,      2303456,              0,              0,              0,              0,              0,         85328,      1659752,      1752674,         50609,    166392757,,     21947143,         88285,      2469537,        478606,     24983571,      3898551,     28882122,     60330000,              0,             11.71
99/01,2890,永豐金控,,     14649233,     79479769,     36494253,      4668258,     68240120,              0,    713524066,     34703218,    135580487,         57849,     27287483,              0,     11828037,      2261089,     13267269,  1142041131,,     50641858,              0,     10772699,     19428382,     11377481,     27225584,              0,    873564107,     28247862,     13736904,        129060,              0,              0,     19309350,      3622262,  1058055549,,     70017671,      2016723,     11850740,        100448,     83985582,              0,     83985582,              0,      1674100,             11.99
99/01,2891,中信金,,     27092662,     90664415,     69160667,              0,    105985492,              0,    928923782,    120700127,    369885455,      2252677,     19359173,              0,     34011641,     12261040,     10564737,  1790861868,,     42441807,     10511770,     32528075,     82173055,      1569772,     43021566,              0,  1326094080,     90478657,              0,              0,              0,              0,      2429959,      5469803,  1636718544,,    101344353,     36576393,     24201086,     -8071163,    154050669,         92655,    154143324,    104510000,              0,             15.36
99/01,2892,第一金控,,     21335781,    165376195,     34186071,      2606973,     57709411,              0,  1125048777,     73376795,    427187839,      2067807,     13267777,              0,     23562721,        337105,     13937231,  1960000483,,    160250506,         82438,     49516275,      9303831,      3219640,     62399992,              0,  1528263961,     18400000,        155000,              0,      1915721,     12210044,      4489202,      7544506,  1857751116,,     63188538,      9943476,     19755617,      8568614,    101456245,        793122,    102249367,              0,              0,             16.06
