年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
95/02,1712,興農,     13876552,      1617200,      8916995,      2824517,        347240,      1394605,      2881643,              0,              0,        249629,     21305640,      3644184,         42402,        786713,        -37751,        -15877,     28977109,     24436912,        120526,      4540197,              0,      2938472,             12
95/02,1718,中纖,     56874607,    188226964,     12274564,     10923868,        262196,     16045495,     18637843,    231264975,              0,      3939637,      1932910,     14641000,      1521204,        752510,      2427825,     -1825584,    284607694,    255775365,     11315374,     28832329,              0,              0,             11
95/02,2514,龍邦國際,     51764720,     23832904,    103093212,      4090757,              0,     12884587,      5881053,              0,              0,      2987628,    173429976,      5026857,      1383807,        180282,        416103,              0,    195666180,    182298657,      6360474,     13367523,              0,              0,             13
95/02,2905,三商,     38645484,     10105316,     18550530,      9962824,         10631,      6328828,     12233775,              0,              0,      4018778,     54745246,      5413733,        320764,      1862886,       -302658,       -735665,     83603613,     70997799,      6046754,     12605814,              0,     49274466,             13
95/02,9902,台火,      1431894,              0,        207525,        510411,              0,        313627,      1053430,              0,              0,         14403,        317652,        980496,         35826,        -56174,       -280458,        -64776,      2463457,      1385485,        463058,      1077972,              0,      9566875,              6
