年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
96/02,1409,新纖,     16370934,              0,     10275140,     13768705,              0,      1960800,     11899341,              0,              0,      7312405,      2770776,     14299159,        694937,        824359,      4145502,              0,     42375579,     21982522,        429100,     20393057,              0,              0,             13
96/02,1712,興農,      9244717,      1646706,     15320352,      2745691,        340210,      2097617,      2894438,              0,              0,        184189,     23757671,      3644184,         42402,        862889,        -52004,        -47398,     31395293,     26836298,        108922,      4558995,              0,      5811439,             12
96/02,1718,中纖,     56006150,    198740469,     15802452,     10430817,        570182,     10568893,     18049056,    239259962,              0,      2495818,      2015149,     14641000,      1200435,      1018256,      2620442,     -1679589,    292118963,    261819985,     12498434,     30298978,              0,              0,             12
96/02,2514,龍邦國際,     73468307,     26264841,    107881690,      2000127,              0,     28279732,     13671471,              0,              0,      1379040,    207812483,      5026857,      1414366,        813931,        774878,       -476316,    237894697,    222862994,      7477987,     15031703,              0,              0,             15
96/02,2905,三商,     40450440,     11356343,     33990699,      8437577,         13677,     11447795,     19334843,              0,              0,      2822472,     69114246,      5413733,        304433,      2722486,        307124,       -733179,    105696531,     91271561,      6410373,     14424970,              0,     49336646,             16
