年季,公司代號,公司名稱,資產,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他資產-淨額,資產總計,負債,央行及金融同業存款,央行及同業融資,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付商業本票-淨額,應付款項,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,應付退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股東權益,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值(元)
100/03,2880,華南金,,     27389041,    109350553,     38707102,        674073,     60022148,              0,  1334309968,     72603117,    248328205,         90763,     19582191,        470946,     28283572,        524961,     12842037,  1953178677,,    111317912,              0,     29827330,     24657351,      2423400,     52107991,              0,  1560897580,     35750000,      6274000,              0,      1962157,      9450912,      8627321,      7832614,  1851128568,,     70143144,     12408877,     19125054,        371626,    102048701,          1408,    102050109,              0,              0,             14.55
100/03,2881,富邦金,,    164747034,     78576558,     88908860,     34648930,    115023609,              0,  1133144810,    836313731,    466547356,      3428097,    482171546,     64041939,     24932456,     12023237,     30901871,  3535410034,,     62168845,              0,     67695364,     35334194,      2996483,     73966464,              0,  1253710086,     91500130,      2410433,              0,              0,  1522939239,    174988503,     15643823,  3303353564,,     90062692,     54813174,     72326311,     14854293,    232056470,              0,    232056470,      6609671,              0,             25.79
100/03,2882,國泰金,,    743899743,     73677263,     72668936,     18862504,    181196422,              0,  1487131230,    724330414,    601162248,      1297929,    830161648,    130813592,     38109466,      9781614,    102568986,  5015661995,,     55379817,      1525300,     64513135,     13061750,      5680000,    134001572,              0,  1405151545,     71255520,              0,              0,              0,  2759933922,    296535156,     33367423,  4840405140,,    103575097,     78508148,     29153833,    -40088107,    171148971,      4107884,    175256855,    171645000,              0,             16.80
100/03,2883,開發金,,      8285268,     36708497,     58895419,      9198425,     17831305,              0,     90840236,     66691646,              0,      6085438,     39730079,              0,      3983342,              0,     14448908,    352698563,,      4869768,              0,     22359829,     48400083,      3156208,     11594149,              0,     63532264,     45906390,      6573376,              0,              0,              0,     25901271,      2266848,    234560186,,    112492660,      8961230,      4434078,     -7989203,    117898765,        239612,    118138377,    139989000,              0,             10.61
100/03,2884,玉山金控,,     21143266,     48418860,     49788153,              0,     44183916,              0,    662600567,     53933153,    261665249,              0,      4693616,              0,     15675423,      4058805,      3455064,  1169616072,,     53334492,              0,     16751708,     11827431,      1439338,     16219650,              0,    956233343,     43600000,        100000,              0,              0,              0,      1929294,      1727943,  1103163199,,     45750000,     13377202,      7492645,       -166974,     66452873,              0,     66452873,              0,              0,             14.53
100/03,2885,元大金,,     32992163,    100704516,     50612240,      2695124,     86743545,        229721,    328664953,     15075637,      3086968,     24746850,     25801640,              0,      8550514,     10231814,     12044933,    702180618,,     10180221,              0,     12852204,     18071859,      2939217,     63414162,              0,    397285363,     32985696,     11080000,              0,      1184407,        511566,      5395903,     17272623,    573173221,,     88454711,     25656018,     15828229,     -1553536,    128385422,        621975,    129007397,      3612000,              0,             14.52
100/03,2886,兆豐金,,    136196642,    165868132,    181936093,      4103698,    115124528,              0,  1468755174,    159136379,    153134887,      2493979,     24468761,        481505,     21112184,        285139,     13570212,  2446667313,,    257451810,     63561679,     23026020,    185554436,      3123319,     70608984,              0,  1542498825,     53488926,      8055045,              0,      1542003,     14031007,     15725237,      7625830,  2246293121,,    112806148,     43426403,     38575340,      5253633,    200061524,        312668,    200374192,              0,              0,             17.73
100/03,2887,台新金控,,     37780200,    118008133,     84836874,      8657550,    113690649,              0,  1709400857,    245988324,    161070447,        236137,     19856962,              0,     41327076,     21992333,     24446739,  2587292281,,    171342121,              0,     20490383,     47168206,        371861,     60754474,              0,  1985533288,     95352287,        147000,              0,              0,        780336,     17814924,      9618130,  2409373010,,     75163436,     19193457,      9815389,        363798,    104536080,     73383191,    177919271,              0,              0,             13.91
100/03,2888,新光金,,     55597576,     81291625,     57002824,     31393379,     49649930,      1008278,    559887311,    299900485,    196392484,        144325,    625666203,     90296027,     21533559,      4767677,     32651119,  2107182802,,      2983547,              0,     23734801,     31784806,      4898767,     16997725,              0,    430253526,     29271767,      8712569,      1654000,              0,  1356959001,    106101754,     12444654,  2025796917,,     84363876,      8839562,      8155382,    -33135451,     68223369,     13162516,     81385885,              0,              0,              8.09
100/03,2889,國票金控,,      1857217,        210101,    137303832,      4703400,     11373395,              0,              0,     50686215,              0,      1399587,      4643256,              0,      2060570,        528821,      2318559,    217084953,,     13455297,              0,        401607,    161011301,      4194173,      2715967,              0,              0,              0,              0,              0,         71811,      1289231,      2236513,         87452,    185463352,,     24547887,        351214,      2789035,        -49657,     27638479,      3983122,     31621601,              0,              0,             11.84
