年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
97/04,1101,台泥,     44962849,      7517459,    125049038,      3256627,      6081762,    186867735,     39174857,     49601577,      5230295,      2612209,     96618938,     32921759,      8552529,     14035080,     16529839,              0,              0,     18209590,     90248797,              0.00,              0.00,             21.88
97/04,1102,亞泥,     35949221,     46222094,     51388014,      2364090,      8309200,    144232619,     20994317,     42791710,      1466299,      1775943,     67028269,     28987723,      8080494,     20490138,      7281740,              0,              0,     12364255,     77204350,              0.00,              0.00,             22.37
97/04,1103,嘉泥,     10471171,      6991027,     10879994,        962873,        358286,     29663351,      3698678,      5678197,      1291202,      1030166,     11698243,      7258309,        395908,      6455504,      2600674,       -942756,              0,      2197469,     17965108,              0.00,    149291165.00,             27.35
97/04,1104,環球水泥,      4620651,      6157826,      6949471,        422707,      2540680,     20691335,      4354032,      2425692,      1169037,        493486,      8442247,      6038919,        156218,      1665356,      3647896,              0,              0,        740699,     12249088,              0.00,              0.00,             19.06
97/04,1108,幸福水泥,      5597236,        280328,      3328245,         31135,        684917,      9921861,      3689346,      1539900,              0,        479804,      5709050,      4047380,         15965,        182057,        -35349,              0,              0,          2758,      4212811,              0.00,              0.00,             10.40
97/04,1109,信大水泥,      3861876,        964574,      2208269,          6466,        231046,      7272231,        350189,              0,              0,        359202,        709391,      4290898,         26992,      1837160,       -195812,        -26056,              0,        629658,      6562840,              0.00,      3575000.00,             13.94
97/04,1110,東泥,      1334432,      2300705,      4803537,              0,        887843,      9326517,        478615,         16334,        243226,        599068,      1337243,      5720008,        179713,      1561937,        572761,        -48027,              0,          2882,      7989274,              0.00,      4301932.00,             14.07
97/04,1201,味全公司,      5351352,        243434,      6518336,        276906,      1125855,     13515883,      4502158,      1759332,        748907,      1522449,      8532846,      5060629,         77114,        125256,       -362067,              0,              0,         82105,      4983037,              0.00,              0.00,              9.68
97/04,1203,味王公司,      3260113,        464389,      3905381,         60213,        804066,      8494162,      2432418,        241892,        879848,        495538,      4049696,      2092537,         36154,        539589,      1152372,         -4951,              0,        628765,      4444466,              0.00,      2000000.00,             18.41
97/04,1210,大成長城,     13515705,      1195197,      8364658,        334405,      1070821,     24480786,      8650743,      1769211,         20754,        582144,     11022852,      4486784,      1652046,      2180142,        603255,       -218792,              0,      4754499,     13457934,              0.00,     33506245.00,             20.96
97/04,1213,大飲,        300638,         45196,        268701,              0,        144297,        758832,        134501,              0,              0,         39352,        173853,        514751,         21938,         50615,         -2325,              0,              0,              0,        584979,              0.00,              0.00,             11.36
97/04,1215,卜蜂企業,      3116611,        190212,      1316539,         35707,        117391,      4776460,      1814531,              0,              0,        281509,      2096040,      2320268,            967,        334584,        -88132,              0,              0,        112733,      2680420,              0.00,              0.00,             11.07
97/04,1216,統一,     97625238,     44593296,    101228431,      5126291,     18617521,    267190777,     91311045,     71501996,      1773357,      8764495,    173350893,     37331420,      6093456,     10635627,      2931626,              0,              0,     36847755,     93839884,              0.00,              0.00,             15.27
97/04,1217,愛之味,      2402003,      2223983,      3443927,         70843,      1418317,      9559073,      2804891,      1571090,         79974,        245054,      4701009,      4476893,         82550,       -244739,         70722,              0,              0,        472638,      4858064,              0.00,              0.00,              9.80
97/04,1218,泰山企業,      3828969,      2068914,      2513888,         46986,        242015,      8700772,      3661245,      1029539,        285250,        217796,      5193830,      3202434,        105726,        -66867,        373598,       -136243,              0,         28294,      3506942,              0.00,     12208428.00,             11.29
97/04,1219,福壽實業,      3315517,        277714,      2120172,            243,        124997,      5838643,      1304614,        412264,        505262,        220051,      2442191,      2743080,        215384,         88172,        334650,              0,              0,         15166,      3396452,              0.00,              0.00,             12.33
97/04,1220,台榮,      1226759,        110026,        674472,         15172,        186839,      2213268,        392743,              0,          5813,        106200,        504756,      1770779,            537,       -238535,        -12657,              0,              0,        188388,      1708512,              0.00,              0.00,              8.58
97/04,1225,福懋油,      2832441,        235167,      2857636,        111649,        251664,      6288557,      2798653,      1195000,        100296,         64522,      4158471,      1627000,         94698,        -81523,        203666,              0,              0,        286245,      2130086,              0.00,              0.00,             11.33
97/04,1227,佳格,      5828560,        571401,      2278125,         24662,        570658,      9273406,      3414683,        773151,         33685,         23033,      4244552,      3209184,         21606,      1618977,        107140,        -21182,              0,         93129,      5028854,              0.00,      2338960.00,             15.49
97/04,1229,聯華實業,      3046152,     11229391,      5496463,        117010,        193792,     20082808,      2153558,      2902111,         93806,        213304,      5362779,      7869932,        827567,      3892167,      1302405,        -20074,              0,        848032,     14720029,              0.00,      1909000.00,             17.67
