年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
101/03,1409,新纖,     38334289,     33079429,      7959005,     20238411,         40126,      6279913,     20486899,     45575202,              0,      7757949,      2620507,     17604840,      1181912,      2885661,      1184860,              0,    105931173,     76440557,      6633343,     29490616,              0,     37163487,             13
101/03,1718,中纖,    105834423,    307008751,     22298121,     14631913,         28272,      4804676,     29965477,    374138967,      1612105,      9495320,      1683147,     14105902,      1843622,      2195846,       -423040,              0,    454606156,    416895016,     19988810,     37711140,              0,    280172859,             15
101/03,2514,龍邦國際,    134807354,     45401533,    177275720,      9663298,         11770,     42432275,      8308982,              0,              0,      7268361,    379358180,      5580923,        899785,      1202690,     -1265191,              0,    409591950,    394935523,      8238220,     14656427,              0,     43929000,             12
101/03,2905,三商,     74208315,     51223096,    377652980,      9748648,         71490,     60543802,     11031002,              0,              0,      9605704,    534318103,      6307332,        463836,      5560176,     -2905929,              0,    573448331,    554954809,      9068107,     18493522,              0,     36440000,             15
