年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
96/02,2855,統一證券,     49847789,      3117500,      2442752,              0,      2005382,        108835,     57522258,     36460167,      2000000,        458052,              0,     38918219,     11768695,         50110,      6761253,        -23434,         47415,     18604039,              0,              0,             16.32
96/02,2856,元富證券,     61380302,      1028813,      2056750,        104280,      2037250,        176991,     66784386,     45817968,      1700000,        422518,              0,     47940486,     13988726,         16806,      4740920,         97448,              0,     18843900,              0,        671000,             13.68
96/02,6005,群益證,     73633317,        669157,      4260168,        400864,      2570404,        430356,     81964266,     56976265,      2344013,        535025,              0,     59855303,     14741150,        845050,      6383572,        118509,         20682,     22108963,              0,              0,             15.77
96/02,6012,金鼎證券,     39802821,        728713,      2211940,        252539,      1792181,         43019,     44831213,     32849321,        199535,        466537,              0,     33515393,     10827764,          7112,        405663,         30567,         44714,     11315820,              0,              0,             10.41
