年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產合計,流動負債,長期負債,其他負債,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,少數股權,股東權益合計,換算匯率,換算匯率參考依據,是否經當地會計師查核或核閱
94/03,9102,東亞科,      7977710,        127026,      2433669,         32429,        148658,     10719492,      7327467,        384434,          3357,      7715258,      1796754,        150994,        967013,        -19277,              0,        108750,      3004234,19.63,資產負債表日台銀新加坡收盤價買賣平均匯率,毋須經會計師查核或核閱
94/03,9105,泰金寶,     16536732,         99450,      4242416,         55035,         82569,     21016202,     10571045,      2594841,              0,     13165886,      2911043,      1405390,      3543553,         -9670,              0,              0,      7850316,0.802:1(THB:NT),依財報日之匯率,經會計師核閱
