年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
99/04,1409,新纖,     31011332,     31284198,     10464342,     16828144,         48016,      4145634,     18752407,     38297755,              0,      5014701,      2414547,     16301859,        770543,      2869383,      3259821,              0,     93781666,     64479410,      6100650,     29302256,              0,      4434633,             14
99/04,1718,中纖,     87432834,    244463233,     15179401,     11852195,        377329,      6303478,     16394135,    302468877,      1602150,     10556639,      1658516,     14105902,      1521590,      1058582,        408189,              0,    365608470,    332680317,     15833890,     32928153,              0,    266689300,             14
99/04,2514,龍邦國際,     68544414,     39481893,    173629843,      7402468,              0,     43839348,      5952508,              0,              0,      6673037,    307538395,      5277540,        597859,      1181828,     -1096225,              0,    332897966,    320163940,      6773024,     12734026,              0,     57249000,             12
99/04,2905,三商,    103683376,     46918085,    246517853,      9740312,         87067,     58426706,     11300765,              0,              0,      7657594,    428722379,      5749732,        542325,      3455228,       -412837,              0,    465373399,    447680738,      8358213,     17692661,              0,     49966000,             17
