年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
98/04,2855,統一證券,     42547718,        654218,      2474530,            349,      2068868,              0,     47745683,     23862740,      2865024,        454093,      1057312,     28239169,     11857062,        317109,      7670170,       -361006,         23179,     19506514,              0,     30025000,             16.86
98/04,2856,元富證券,     52759136,      1448314,      2173319,        314069,      2015215,         94336,     58804389,     40498350,              0,        476175,              0,     40974525,     14147833,        129146,      3658191,       -105306,              0,     17829864,              0,     12878000,             12.72
98/04,6005,群益證,     47880250,      1554167,      4384308,        397470,      2711210,              0,     56927405,     34436621,      1843208,        451247,        112244,     36843320,     16107860,        797372,      2545331,         73575,        559947,     20084085,              0,              0,             12.12
98/04,6012,金鼎證券,     21961106,        682834,      2103988,        389258,      1734160,        115286,     26986632,     16031442,              0,        531661,              0,     16563103,     10827764,              0,       -423791,        -21174,         40730,     10423529,              0,              0,              9.59
