年,季,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2015,02,2855,統一證券,2803626,2330584,473042,610665,1083707,-132684,951023,--,--,951023,-58147,--,892876,948303,--,2720,890112,--,2764,0.72
2015,02,2856,元富證券,2479986,2000107,479879,128431,608310,-123541,484769,--,--,484769,-340721,--,144048,484769,--,0,144048,--,0,0.31
2015,02,6005,群益證,3345976,2574158,771818,384301,1156119,-165710,990409,--,--,990409,-46691,--,943718,925375,--,65034,881748,--,61970,0.39
