年,季,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2015,03,2855,統一證券,3557969,3287807,270162,511894,782056,-113452,668604,--,--,668604,96483,--,765087,664052,--,4552,760374,--,4713,0.50
2015,03,2856,元富證券,3861291,3077447,783844,-63646,720198,-90428,629770,--,--,629770,-250032,--,379738,629770,--,0,379738,--,0,0.40
2015,03,6005,群益證,4660799,3924066,736733,517878,1254611,-208485,1046126,--,--,1046126,86565,--,1132691,906996,--,139130,983108,--,149583,0.38
