年,季,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2013,02,2855,統一證券,2105448,1633612,471836,63708,535544,-45127,490417,0,--,490417,57494,--,547911,488284,--,2133,545778,--,2133,0.37
2013,02,2856,元富證券,2174819,1823900,350919,79844,430763,-58919,371844,--,--,371844,121259,--,493103,371844,--,0,493103,--,0,0.25
2013,02,6005,群益證,2844232,2394890,449342,274102,723444,-121442,602002,--,--,602002,102481,--,704483,555386,--,46616,646243,--,58240,0.23
