年,季,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2013,01,2855,統一證券,1169006,819271,349735,-16738,332997,-30877,302120,--,--,302120,45599,--,347719,301349,--,771,346948,--,771,0.23
2013,01,2856,元富證券,1220740,966309,254431,69762,324193,-4092,320101,--,--,320101,114320,--,434421,320101,--,0,434421,--,0,0.21
2013,01,6005,群益證,1365784,1169206,196578,157181,353759,-48014,305745,--,--,305745,73174,--,378919,288474,--,17271,378919,--,--,0.12
