年,季,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2014,04,2855,統一證券,5163297,3926272,1237025,554338,1791363,-204082,1587281,--,--,1587281,63567,--,1650848,1583169,--,4112,1646453,--,4395,1.20
2014,04,2856,元富證券,5327626,4111646,1215980,411013,1626993,-129469,1497524,--,--,1497524,271377,--,1768901,1497524,--,--,1768901,--,--,0.97
2014,04,6005,群益證,6868876,5062173,1806703,625998,2432701,-289038,2143663,--,--,2143663,97761,--,2241424,2025305,--,118358,2111211,--,130213,0.85
