年,季,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2014,03,2855,統一證券,3954667,2923602,1031065,349018,1380083,-197722,1182361,--,--,1182361,52553,--,1234914,1179743,--,2618,1232189,--,2725,0.89
2014,03,2856,元富證券,4093932,3041900,1052032,55031,1107063,-84451,1022612,--,--,1022612,267441,--,1290053,1022612,--,0,1290053,--,0,0.66
2014,03,6005,群益證,5250419,3813505,1436914,374831,1811745,-184807,1626938,--,--,1626938,30060,--,1656998,1549840,--,77098,1580926,--,76072,0.65
