年,季,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2014,02,2855,統一證券,3145536,2003694,1141842,108576,1250418,-169805,1080613,--,--,1080613,-27041,--,1053572,1078856,--,1757,1051915,--,1657,0.82
2014,02,2856,元富證券,2973492,2044386,929106,43023,972129,-51835,920294,--,--,920294,130943,--,1051237,920294,--,0,1051237,--,0,0.60
2014,02,6005,群益證,3498981,2498937,1000044,223261,1223305,-108522,1114783,--,--,1114783,-6387,--,1108396,1088199,--,26584,1085763,--,22633,0.46
