年,季,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2016,01,2855,統一證券,1220957,1036067,184890,36058,220948,-28834,192114,--,--,192114,-13698,--,178416,190181,--,1933,176405,--,2011,0.15
2016,01,2856,元富證券,1001893,946152,55741,4843,60584,5882,66466,--,--,66466,-278955,--,-212489,66466,--,0,-212489,--,--,0.04
2016,01,6005,群益證,1398854,1312036,86818,199120,285938,-65017,220921,--,--,220921,110235,--,331156,161807,--,59114,274852,--,56304,0.07
