公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 持有至到期日金融資產到期還本,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 長期應收租賃款減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2344,2016年01月01日至2016年03月31日,,                999071,                999071,,,              1437269,                 22491,                  3285,               -109064,                 52764,                -38745,                              0,                  7121,                   -342,                              0,                -39641,              1335138,,,                -98670,                 35618,                  6485,                -24611,               -143022,                    -67,               -224267,,                -58777,                -84140,               -200015,                  9278,                 19650,               -314004,               -538271,                796867,              1795938,                  9326,                              0,                -64253,                -18511,              1722500,,               -398477,                              0,                101100,                              0,                              0,               -795915,                    501,                -26262,                124353,               -994700,,                              0,                 -2294,                 -2294,                -13794,                711712,              6396615,              7108327,              7108327
2344,2015年01月01日至2015年03月31日,,              1281112,              1281112,,,              1385409,                 26614,                  1911,                -36207,                 57057,                -42836,                -12927,                -10088,                   -447,                 -8245,                 78171,              1438412,,,                208075,                 18586,                 24426,               -390478,               -179687,                  2513,               -316565,,               -133264,                 26245,               -279763,                -41161,                 13111,               -414832,               -731397,                707015,              1988127,                 12061,                 12927,                -86138,                -29000,              1897977,,                              0,                 44841,                              0,                -40000,                  2414,               -827335,                    492,                 -9460,                 51453,               -777595,,               -390213,                 -7188,               -397401,                -22680,                700301,              6975514,              7675815,              7675815
