公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 其他各項負債準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損迴轉利益,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 出售及攤銷不良債權之損失,　　　　 處分承受擔保品損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得持有至到期日金融資產,　　 處分持有至到期日金融資產,　　 持有至到期日金融資產到期還本,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得不動產及設備,　　 處分不動產及設備,　　 存出保證金增加,　　 取得無形資產,　　 處分承受擔保品,　　 已收現之出售不良債權,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資減少,　　 應付商業本票增加,　　 發行金融債券,　　 償還金融債券,　　 發放現金股利,　　 現金增資,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2812,2015年度,,              4136557,              4136557,,,                160640,                 45183,                744283,               -309093,              4116426,            -11591190,                -19206,                   -800,                    405,                  3672,                     35,                -15771,                -38527,                              0,                -92510,                 -2742,                              0,             -6999195,,,             -1653284,            -18116765,              1262756,             -7357091,                228893,               -204751,            -25840242,,             -6833283,               -210064,                   -261,             -2143831,             48897855,                 -1251,                -12527,                -94265,             39602373,             13762131,              6762936,             10899493,             11611607,                 19206,             -4155028,               -624912,             17750366,,             -5989086,              3405412,             -4460133,                              0,                450000,                              0,                              0,             -4331521,                    564,               -370729,                -83270,                              0,                 84921,            -11293842,,               -367506,                -60031,              1500000,                              0,               -712877,              1500000,              1859586,                -62370,              8253740,             78476334,             86730074,             10199598,             69536454,              6994022
2812,2014年度,,              4223218,              4223218,,,                151034,                 35284,              1982816,                -96948,              3954300,            -11116277,                -19437,                    800,                              0,                   -423,                    158,                     43,             -1026021,                 -2243,                 -7976,                -68712,                  1435,             -6212167,,,             -1736108,               -370338,             -1624607,            -23605307,                 16228,               -167898,            -27488030,,              2355879,               -290744,                -85196,              2922447,             26261655,                 -5985,                 46822,                111515,             31316393,              3828363,             -2383804,              1839414,             11068298,                 22437,             -3927599,               -632047,              8370503,,             -2109022,                667600,               -812943,              2942200,                300000,                 -3000,                    757,             -1838149,                    963,                -42407,                -74337,                    808,                343494,               -624036,,             -1468279,                234540,                              0,                -49900,               -513557,                              0,             -1797196,                 88781,              6038052,             72438282,             78476334,              9552955,             67378018,              1545361
