公司代號,公司名稱,營業收入,營業成本,營業毛利(毛損),營業費用,營業淨利(淨損),營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位淨利(淨損),停業單位損益,非常損益,會計原則變動累積影響數,合併總損益,合併淨損益,共同控制下前手權益損益,少數股權損益,基本每股盈餘
"1101","台泥",18071221,16313212,1758009,714759,1043250,165461,709948,498763,12539,486224,0,0,0,486224,182490,0,303734,0.06
"1102","亞泥",10151508,8277089,1874419,693465,1180954,1293425,538828,1935551,203744,1731807,0,0,0,1731807,1591863,0,139944,0.55
"1103","嘉泥",1207645,1131308,76337,117099,-40762,88697,125489,-77554,-35237,-42317,0,0,0,-42317,-32215,0,-10102,-0.06
"1104","環球水泥",1491771,1466836,24935,174834,-149899,164743,47125,-32281,30937,-63218,0,0,0,-63218,-56536,0,-6682,-0.09
"1108","幸福水泥",830956,712959,117997,77940,40057,5228,36111,9174,-4520,13694,0,0,0,13694,13738,0,-44,0.03
"1109","信大水泥",503196,408462,94734,49092,45642,13812,8157,51297,5363,45934,0,0,0,45934,39278,0,6656,0.09
"1110","東泥",419468,371721,47747,16638,31109,19090,8233,41966,7722,34244,0,0,0,34244,34243,0,1,0.06
"1201","味全公司",4808926,3022198,1786728,1586863,199865,48612,71582,176895,12730,164165,0,0,0,164165,172930,0,-8765,0.34
"1203","味王公司",2070684,1495801,574883,256129,318754,63213,39250,342717,7929,334788,0,0,0,334788,282101,0,52687,1.36
"1210","大成長城",16591490,14627058,1964432,1320827,643605,159115,114385,688335,166177,522158,0,0,0,522158,452518,0,69640,1.09
"1213","大飲",159758,133706,26052,21603,4449,1983,276,6156,1949,4207,0,0,0,4207,4207,0,0,0.08
"1215","卜蜂企業",3469802,3046406,423396,231564,191832,2073,7531,186374,47696,138678,0,0,0,138678,135950,0,2728,0.59
"1216","統一",70526141,49133418,21392723,17699045,3693678,1478396,1269533,3902541,934241,2968300,0,0,0,2968300,2069619,0,898681,0.55
"1217","愛之味",1318104,838484,479620,443741,35879,109744,31468,114155,21283,92872,0,0,0,92872,86232,0,6640,0.21
"1218","泰山企業",1984482,1694441,290041,244639,43021,39029,35349,46701,433,46268,0,0,0,46268,45333,0,935,0.15
"1219","福壽實業",2322100,2138491,183609,132647,50472,34128,9859,74741,18729,56012,0,0,0,56012,56511,0,-499,0.21
"1220","台榮",596911,604153,-7242,49515,-56757,6012,6474,-57219,-2509,-54710,0,0,0,-54710,-29686,0,-25024,-0.17
