公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",1123025,858745,264280,19062,245218,0,245218,0,0,245218,244550,668,0.21
"2856","元富證券",1869653,1665582,204071,20687,183384,0,183384,0,0,183384,0,0,0.14
"6005","群益證",1690282,1054964,635318,124307,511011,0,511011,0,0,511011,0,22998,0.30
"6012","金鼎證券",1277885,1074919,202966,2071,200895,0,200895,0,0,200895,200993,-98,0.19
