公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",6359386,6230286,129100,24219,0,0,0,104881,90633,14248,0.06,0.00
"1718","中纖",4941358,5436585,-495227,-48360,0,0,0,-446867,-382776,-64091,-0.34,0.00
"2514","龍邦國際",20138522,19298813,839709,228708,0,0,0,611001,252044,358957,0.51,0.51
"2847","大眾銀行",3631353,3811990,-180637,-411047,0,0,0,230410,161045,69365,0.06,0.06
"2905","三商",19025693,18834090,191603,40896,0,0,0,150707,98158,52549,0.20,0.00
