公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 保證責任準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分其他資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 處分採用權益法之投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 買回應付公司債損失（利益）,　　　　 處分承受擔保品損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之利息,　　 收取之股利,　　 收取之股利,　　 支付之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 處分子公司,　　 取得不動產及設備,　　 處分不動產及設備,　　 營業保證金減少,　　 交割結算基金減少,　　 存出保證金增加,　　 取得無形資產,　　 處分承受擔保品,　　 其他資產增加,　　 其他資產減少,　　 收取之利息,　　 收取之利息,　　 收取之股利,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付商業本票減少,　　 發行金融債券,　　 償還金融債券,　　 舉借長期借款,　　 償還長期借款,　　 附買回票券及債券負債增加,　　 附買回票券及債券負債減少,　　 其他金融負債增加,　　 發放現金股利,　　 庫藏股票處分,　　 員工購買庫藏股,　　 支付之利息,　　 支付之利息,　　 其他籌資活動,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2847,2015年度,,              2362789,              2362789,,,                 95352,                262677,                188764,              1198224,              3643111,             -9347046,                -60716,                 68006,                 37741,                 31079,                  1340,                    269,                  8141,                 65070,                 -4624,                              0,                              0,                              0,                   -908,                              0,             -3813520,,,              1354553,             -3058465,                301336,             18794375,                 57359,                 58474,                -10479,             17497153,,              5638949,                233583,             -1256218,            -26631809,                -96002,                -75212,                 13370,            -22173339,             -4676186,             -8489706,             -6126917,              9656510,                              0,                              0,                 60716,             -3636591,                              0,                -23123,               -130121,,           -634076673,            637184048,              9336580,                -51886,                              0,                  7826,                 66456,               -132132,                              0,                              0,                 -3021,             -3908847,                -21297,                  7598,                 45234,                              0,              9656510,                              0,                              0,                 60716,              8514602,,               -324500,               -488000,              2000000,                              0,                750000,               -550000,            168141669,           -182444953,              1498639,                              0,                 81585,                315524,             -3636591,                              0,                 -4857,                -89608,            -11114501,                536215,             -2193805,              7836952,              5643147,              4621799,                760265,                261083
2847,2014年度,,              3268977,              3268977,,,                 89979,                290165,                527048,               -724260,              4097623,             -9483766,                -57474,                -45098,                 42222,                 43798,                    200,                              0,                  1613,               -132617,                     20,                  1765,                -10240,                127182,                -51923,                  2043,             -5281720,,,              7139420,             -3743097,             -1410621,            -24035795,                 48085,                 71015,                -55858,            -21986851,,             -2120069,                993540,               -632985,              3079603,                -61370,                -37961,                666903,              1887661,            -20099190,            -25380910,            -22111933,              9765582,                    413,                 39486,                 17990,             -4002567,                 -1742,               -117732,            -16427164,,           -781992213,            793360205,            -10058228,                -52000,                  1415,                 10870,                              0,               -159906,                     35,                 10000,                 13071,             -3602544,                -73469,                 62163,               -105198,                    456,              9765582,                    413,                 39486,                 17990,             -2566940,,                270400,               -577000,             15516100,             -7500000,                              0,                              0,            540353674,           -541911738,              4677243,                -56127,                 60724,                323057,             -4002567,                 -1742,                 -5307,                -83182,             11066102,                907336,             -7020666,             14857618,              7836952,              4504378,              1361165,              1971409
