公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 其他各項負債準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分其他資產損失（利益）,　　　　 處分採用權益法之投資損失（利益）,　　　　 非金融資產減損損失,　　　　 處分承受擔保品損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 處分子公司,　　 取得不動產及設備,　　 存出保證金增加,　　 取得無形資產,　　 處分承受擔保品,　　 其他金融資產增加,　　 其他資產增加,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付商業本票增加,　　 發行金融債券,　　 償還長期借款,　　 附買回票券及債券負債增加,　　 其他金融負債增加,　　 發放現金股利,　　 庫藏股票處分,　　 員工購買庫藏股,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2847,2016年01月01日至2016年09月30日,,              1028224,              1028224,,,                 71502,                147291,              1506443,              2283818,             -6468996,                -44646,                  6657,                    117,                  2455,                              0,                              0,                              0,                 13634,                              0,               -177830,             -2659555,,,             -1556968,              7554887,              4900335,             -5645279,             12584770,                 17701,                 -7910,             17847536,,            -19104795,             -6474465,             -1231554,              9125703,                -80580,                708213,               -162958,            -17220436,                627100,             -2032455,             -1004231,              6548175,                 44646,             -2326450,                -82427,              3179713,,                -75508,                    140,                              0,             -2959461,              5428499,                -28213,                              0,              1031098,                 19440,                112000,              3527995,,                -25000,                513079,                              0,               -747100,             -1611855,              3036243,                -68397,                              0,                              0,              1096970,               -209505,              7595173,              5643147,             13238320,              4681952,              7900000,                656368
2847,2015年01月01日至2015年09月30日,,              1710962,              1710962,,,                 70889,                206925,                 61494,              2776991,             -7023213,                -60716,                 19965,                 26181,                    684,                    269,                  8072,                 -4624,                              0,                   -908,                              0,             -3917991,,,              1268052,             -9273323,             29578391,             17162814,              3971298,                 12257,                -77476,             42642013,,              1799495,              5717573,            -32703889,            -11019278,                -83639,                -42552,               -331179,            -36663469,              5978544,              2060553,              3771515,              7339526,                 60716,             -1742565,                  1601,              9430793,,                -63232,                  7823,                 66456,               -108307,             -5620368,                -16001,                  7598,              9282346,                 41995,                              0,              3598310,,               -263500,               -813000,              2000000,                195500,            -13601244,              1662516,                              0,                 59406,                315524,            -10444798,                566793,              3151098,              7836952,             10988050,              9137884,                662540,              1187626
