公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 保證責任準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分其他資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 處分採用權益法之投資損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之利息,　　 支付之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 處分子公司,　　 取得不動產及設備,　　 交割結算基金增加,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 其他資產增加,　　 收取之利息,　　 收取之利息,　　 收取之股利,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付商業本票增加,　　 發行金融債券,　　 附買回票券及債券負債增加,　　 附買回票券及債券負債減少,　　 存入保證金增加,　　 其他金融負債增加,　　 庫藏股票處分,　　 員工購買庫藏股,　　 支付之利息,　　 支付之利息,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2847,2016年01月01日至2016年03月31日,,               -897248,               -897248,,,                 24123,                 48393,              1356882,              1198224,                823189,             -2239618,                   -212,                -27714,                742428,                    117,                      4,                   -956,                 -5886,                              0,              1918974,,,               -937690,             10832619,              4767033,             -7171787,                 -1282,                  6944,                -33809,              7462028,,            -12684499,             -8539063,                749861,              4695549,               -149493,                -16626,               -446574,            -16390845,             -8928817,             -7009843,             -7907091,              2186374,                     68,               -899869,                   -551,                -15986,             -6636572,,           -156388790,            156276666,               -533145,                -60217,                    141,                              0,                -12823,                  6898,                              0,              3451886,                -22822,                 39807,              2186374,                     68,                    212,                 15000,              2772881,,                 50000,                160046,                              0,             14714918,            -11723101,                              0,                765189,                 40628,                              0,               -899869,                   -551,              4007129,               -210528,                -67090,              5643147,              5576057,              4682714,                              0,                893343
2847,2015年01月01日至2015年03月31日,,                813928,                813928,,,                 23229,                 71099,                 35681,               -270955,                945002,             -2350009,                              0,                 25610,                  7373,                 15859,                              0,                              0,                -25983,                 -5561,             -1528655,,,               -816607,              1227813,             -2472603,              7725421,                 36836,                              0,                -67299,              5633561,,             -1226734,                553667,             -1367647,             -6586765,               -116314,                 -6187,                790848,             -7959132,             -2325571,             -3854226,             -3040298,              2314665,                    130,             -1023659,                 -1040,                 20456,             -1728836,,           -164888977,            165651141,              4768382,                -63333,                  3479,                 66456,                -40931,                 -2636,               -591055,                              0,                 -7969,                 53802,              2314665,                    130,                              0,                 73000,              5021489,,                 12000,                713002,              2000000,             97205004,           -106680072,                    700,                451867,                  1062,                315527,             -1023659,                 -1040,             -5981950,               -167226,             -2856523,              7836952,              4980429,              3653127,                565290,                762012
