公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入（含財務收入）,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 營業外金融商品按公允價值衡量之損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 附賣回債券投資（增加）減少,　　　　　 應收證券融資款（增加）減少,　　　　　 轉融通保證金（增加）減少,　　　　　 應收轉融通擔保價款（增加）減少,　　　　　 應收證券借貸款項（增加）減少,　　　　　 客戶保證金專戶（增加）減少,　　　　　 應收期貨交易保證金（增加）減少,　　　　　 借券擔保價款（增加）減少,　　　　　 借券保證金－存出（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 附買回債券負債增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 融券保證金增加（減少）,　　　　　 應付融券擔保價款增加（減少）,　　　　　 借券保證金－存入增加（減少）,　　　　　 期貨交易人權益增加（減少）,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 代收款項增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 處分無形資產,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付商業本票減少,　　 償還長期借款,　　 發放現金股利,　　 庫藏股票買回成本,　　 處分子公司股權（未喪失控制力）,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
6005,2016年01月01日至2016年09月30日,,              1398352,              1398352,,,                134411,                 28741,               -227917,                197942,             -1224540,               -140373,                -82994,                  3198,                  6169,             -1305363,,,              2426133,               -447727,              2785294,               -100465,                -87689,                -45380,             -6066719,                      6,                251194,                657992,                 -1497,               -269555,                -15971,                -17297,             -9885430,              1067306,                -16838,             -9766643,,              7807529,               -708297,               -272258,               -241142,               -307908,              6006227,                    248,              1534939,                    750,               -996829,                876330,               -952751,                 27815,                 -1587,             12773066,              3006423,              1701060,              3099412,              1227447,                161304,               -199638,                -85025,              4203500,,                -46000,                 26512,                              0,                -74535,                              0,                -11625,                              0,                 -1428,               -107076,,                189570,                              0,                              0,                              0,             -1235767,                -23266,                              0,             -1069463,               -118110,              2908851,              4726498,              7635349,              7635349
6005,2015年01月01日至2015年09月30日,,              1254611,              1254611,,,                135952,                 30112,                300855,                154646,             -1207991,               -120788,                -57307,                              0,                 21255,               -743266,,,             -2044649,               -649354,              6663831,                -33185,                -19186,                 -1532,             -3292588,                 -1137,             -1076976,             -1327096,                 -3734,                554159,                 -3274,                 23261,             -6068254,                 52315,                 20733,             -7206666,,             10010904,              1461130,                 80703,               -476848,             -1586082,              3330998,                   -102,               -312068,                  6061,                   -893,                 -8380,              2756236,                 -2704,                  2428,             15261383,              8054717,              7311451,              8566062,              1273729,                165630,               -152903,               -111427,              9741091,,                              0,                  8750,                -23160,               -159394,                    580,                -13705,                     86,                 -2091,               -188934,,                              0,             -1971575,             -1749717,               -500000,             -1495225,                -38960,                 24216,             -5731261,                 82500,              3903396,              4227583,              8130979,              8130979
