公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 保證責任準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 無活絡市場之債務工具投資到期還本,　　 取得持有至到期日金融資產,　　 處分持有至到期日金融資產,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得不動產及設備,　　 處分不動產及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 其他資產增加,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資增加,　　 央行及同業融資減少,　　 發行金融債券,　　 償還金融債券,　　 存入保證金增加,　　 存入保證金減少,　　 應付租賃款增加,　　 其他負債增加,　　 其他負債減少,　　 現金增資,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　 其他符合國際會計準則第七號現金及約當現金定義之項目
2834,2015年度,,              6196164,              6196164,,,                303565,                 76489,              2404596,                 94369,             10384359,            -25853374,                  4593,                -10046,                    595,                              0,               -126000,            -12720854,,,            -57040327,                308411,            -21256678,             -2858038,             -8471950,                 22124,              2313112,            -86983346,,             -2737535,                 42102,                267839,                428957,             80163687,             -3548270,                 74698,             74691478,            -12291868,            -25012722,            -18816558,             25743075,            -10445687,               -326191,             -3845361,,             -9692299,                              0,              1500000,            -11735908,                              0,               -328104,                              0,               -315739,                 10000,                              0,                 53035,                -55015,                              0,                              0,            -20564030,,                              0,                              0,             10000000,             -6200000,                 33854,                              0,                  6127,                              0,             -2568532,                              0,              1271449,                -42493,            -23180435,             64242245,             41061810,             41061810,                              0,                              0,                              0
2834,2014年度,,              5485716,              5485716,,,                324023,                 84064,              2493093,               -147424,             10469421,            -25259678,                 45494,                -76428,                    386,                 10218,                328905,            -11727926,,,              6451683,                553535,             15342188,             -7069389,            -45767194,                 54785,             -2618677,            -33053069,,              1515319,                -19893,               -303934,             10922593,             56736725,              1580485,                -34290,             70397005,             37343936,             25616010,             31101726,             24886771,            -10587414,               -289315,             45111768,,             -3040859,                              0,                              0,               -107400,                              0,                 -6000,                  3122,               -149365,                    265,                -71018,                              0,                -30487,                              0,                              0,             -3401742,,                              0,                -13000,                              0,             -9650000,                 51996,                              0,                  5193,                              0,               -120861,                              0,             -9726672,                 14728,             31998082,             32244163,             64242245,             64242245,                              0,                              0,                              0
