公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 處分投資損失（利益）,　　　　 未實現銷貨利益（損失）,　　　　 未實現外幣兌換損失（利益）,　　　　 逾期未領股利及董監酬勞轉列其他收入,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 其他應收款－關係人減少,　　 其他非流動資產增加,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 發行公司債,　　 償還公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金減少,　　 其他應付款－關係人增加,　　 其他應付款－關係人減少,　　 其他非流動負債增加,　　 發放現金股利,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
1303,2015年度,,             43644537,             43644537,,,             15836101,              1995157,              1767999,               -760893,            -19570370,                 51607,                 55329,             -1765643,                -33973,               -465593,                -11673,                -35926,             -2937878,,,                371839,              9189929,                486219,             10924476,              1719656,             22692119,,                575052,                685406,                252339,             -2666851,             -1154054,             21538065,             18600187,             62244724,              1046219,              5380469,             -2315985,             -3140741,             63214686,,             -4100000,              7701276,                -25000,                 32441,             -1944354,              1655909,              1693392,            -10071962,                623142,                -58522,                              0,              4433896,             -3369267,             -1015005,             -4444054,,             -2272121,              5548282,                              0,                              0,            -25770784,             16903569,            -21217280,                 -8946,                              0,                -32600,                 66456,            -17238063,               -813568,            -44835055,              1343021,             15278598,             36632716,             51911314,             51911314
1303,2014年度,,             34463529,             34463529,,,             15326343,              1949764,              2147670,             -1387839,            -15516409,                 31540,                              0,             -4538705,                 13492,               -721212,                   -918,                120666,             -2575608,,,             -1114678,             -8086596,               -793881,             -2939415,                554421,            -12380149,,             -1820797,             -1053922,                176953,               -139539,             -2837305,            -15217454,            -17793062,             16670467,              1306614,              7128769,             -2309531,             -2463737,             20332582,,             -7053280,              8691387,                              0,                 15818,             -1186296,              3650366,                              0,             -6240125,                 55378,                              0,                    952,             39768464,             -3849901,                              0,             33852763,,             -5136088,                              0,             -4499306,             14966816,            -18000000,             19485924,            -36898000,                -28250,                 16700,                              0,                  8695,            -15069990,                  9800,            -45143699,              3043697,             12085343,             24547373,             36632716,             36632716
