公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 停業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 其他各項負債準備淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付款項增加（減少）,　　　　　 應付佣金增加（減少）,　　　　　 應付再保往來款項增加（減少）,　　　　　 應付保險賠款與給付增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 取得持有至到期日金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他金融資產增加,　　 其他資產增加,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 發放現金股利,　　 現金減資,　　 庫藏股票買回成本,　　 庫藏股票處分,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2514,2016年01月01日至2016年09月30日,,                433090,                              0,                433090,,,                 23889,                  1875,                              0,                              0,                 63578,                -19269,               -556595,                              0,                              0,                -18723,                              0,                              0,                              0,                -21331,                              0,                              0,                              0,                              0,               -526576,,,                    486,                190263,               -331740,                              0,                              0,                -18635,                              0,                              0,                 -1393,               -161019,,                 -2170,                              0,                              0,                              0,                              0,                              0,                              0,                  2038,                   -132,               -161151,               -687727,               -254637,                 19284,                565976,                -63775,                -28784,                238064,,               -651088,                950172,                              0,                              0,                              0,                 -7531,                              0,                              0,                 -6567,                              0,                              0,                   -765,                   -419,                              0,                 -9662,                              0,                  1040,                275180,,              2663000,             -2189000,                -39793,              2292306,             -2923167,                              0,                              0,                              0,               -381764,                              0,               -578418,                     82,                -65092,                275621,                210529,                210529
2514,2015年01月01日至2015年09月30日,,               -115985,               -194979,               -310964,,,                583777,                 21293,                 51181,                542183,                174276,            -12264696,                              0,             29539062,                131904,                 71434,                 -3502,                    231,                     40,             -3043548,              2728055,                -14818,             -5336356,                    418,             13180934,,,                158501,               -367483,                  1800,                -94008,                121187,                -16217,              1034084,              1133562,                              0,              1971426,,                 23387,               -112431,               -133854,                 -2349,                 22265,                643415,                    614,                -24654,                416393,              2387819,             15568753,             15257789,              9996454,              1180287,               -247987,               -275326,             25911217,,            -51726840,             47448403,            -79410833,             61498236,                -50476,               -230000,                    761,                272456,               -683362,                252638,                 10641,                -14015,                -16583,                 33378,                              0,             -6050201,                              0,            -28665797,,                526774,                              0,                              0,              2501161,             -2592038,                207649,               -168964,                 -4894,                              0,                -13556,                456132,                220928,             -2077520,             27969223,             25891703,             25891703
