公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 停業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 保證責任準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產及設備,　　 處分不動產及設備,　　 營業保證金增加,　　 交割結算基金增加,　　 交割結算基金減少,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付商業本票增加,　　 應付商業本票減少,　　 取得避險之衍生金融資產,　　 發行公司債,　　 發行金融債券,　　 償還金融債券,　　 舉借長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 發放現金股利,　　 現金增資,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　 其他符合國際會計準則第七號現金及約當現金定義之項目
2884,2016年01月01日至2016年09月30日,,             12689469,                              0,             12689469,,,                776341,                346888,              1632440,             -2722644,              8626092,            -22234548,               -254253,                -30885,                284144,                  7186,                              0,               -253906,                  2920,                              0,                  2666,            -13817559,,,              7512289,            -20352508,            -13537059,                414932,             -1568332,            -60142907,               -454687,             10254521,                392155,            -77481596,,              7184612,               -712962,             -1057308,              5551071,             37858726,                 -3556,              3073837,                105753,             52000173,            -25481423,            -39298982,            -26609513,             27356209,                253750,             -9797688,             -1509423,            -10306665,,               -140651,             -1652091,                    267,                              0,                 -1151,                  4523,                              0,              1904392,               -152937,                              0,                              0,                -26377,                -64025,,                              0,               -162387,                391096,                              0,                              0,                900000,                              0,             -1200000,                940980,              1366558,                              0,             -3419231,                              0,                 -7615,             -1190599,              1091102,            -10470187,             41803384,             31333197,             28298298,              3019937,                 14962,                              0
2884,2015年01月01日至2015年09月30日,,             11988615,                              0,             11988615,,,                690728,                243954,              2769707,             -6075432,              9346764,            -22307093,               -209828,                 17597,                274522,                   -469,                              0,               -272042,                 35824,                     89,                 75859,            -15409820,,,             -7249739,            -44977587,            -16761768,             -1094006,            -11247919,            -69465027,                859702,              5725088,               -189243,           -144400499,,             12061422,             10341939,             -5131470,              9139304,            127157841,                   -941,               -721080,                302117,            153149132,              8748633,             -6661187,              5327428,             25850366,                217162,             -9019507,               -985771,             21389678,,                              0,             -5968183,                  2194,                              0,                -10100,                     54,             -3368372,                              0,               -151099,               -235174,                              0,                 -6760,             -9737440,,                388609,                              0,                              0,             -1200803,                              0,                              0,              8750000,             -7300000,                329640,                              0,                -83021,             -3173850,                              0,                              0,             -2289425,              1424210,             10787023,             32061680,             42848703,             35129820,              7718883,                              0,                              0
