公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 保證責任準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 處分承受擔保品損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 支付之股利,　　 退還（支付）之所得稅,　 營業活動之現金流量－直接法,　　 營業活動之收現類別,　　　 營業活動之收現類別合計,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產及設備,　　 處分不動產及設備,　　 營業保證金增加,　　 交割結算基金增加,　　 交割結算基金減少,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 處分承受擔保品,　　 概括承受他公司之淨現金收取數,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付商業本票增加,　　 應付商業本票減少,　　 發行公司債,　　 償還公司債,　　 發行金融債券,　　 償還金融債券,　　 舉借長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 發放現金股利,　　 現金增資,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2884,2015年度,,             14785131,             14785131,,,                940743,                334516,              3557881,             -7377757,             12507553,            -29981181,               -216343,                  8549,                343836,                 -4760,                 -2562,               -316949,                121133,                              0,                   -180,                 75949,                 -8884,            -20018456,,,             -4590329,            -50531473,            -45947317,               -878983,             -4743325,            -91181192,                628643,              8955422,               -564280,           -188852834,,             12970509,             10309903,             -5083132,                120569,            175702178,                -13639,             -1177391,                224885,            193053882,              4201048,            -15817408,             -1032277,             34273681,                230718,            -12549995,                              0,             -1295583,,,                              0,             19626544,,                              0,             -6508542,                 10255,                              0,                -10100,                    219,             -2025685,                              0,               -375984,                  8997,                              0,               -234705,                 10665,                 -8198,             -9133078,,                536621,                              0,                              0,               -549935,                              0,                              0,              8750000,             -7600000,                372823,                              0,                -86070,             -3173850,                              0,               -218483,             -1968894,              1217132,              9741704,             32061680,             41803384,             36710732,              5092652,                              0
2884,2014年度,,             12780871,             12780871,,,                837795,                252007,              2031915,             -3140078,             11662630,            -27147256,               -121367,                  1774,                549238,                 -8886,                  1384,               -482573,                 80591,                              0,                   -314,               -108027,                  2926,            -15588241,,,             -1096468,             -5553468,            -13626359,                -17861,             -8702922,           -108656664,              2639585,            -35186045,                 37636,           -170162566,,             10554000,             13529746,              6863232,              2239471,            129900866,                -10940,                -38197,                -25588,            163012590,             -7149976,            -22738217,             -9957346,             30123542,                198802,            -11444813,                              0,             -1454522,,,                              0,              7465663,,                -80026,             -2500172,                 60980,                -35000,                 -3988,                     53,             -1192380,                              0,               -239194,                  5210,                              0,                              0,                  8479,                 -4522,             -3980560,,                              0,                              0,                846948,                              0,                              0,               -500000,              3500000,             -7200000,                 97632,                228973,                              0,             -1786647,             10500000,                              0,              5686906,                264767,              9436776,             22624904,             32061680,             29547360,              2379423,                134897
