公司代號,公司名稱,營業收入,營業成本,營業毛利(毛損),營業費用,營業淨利(淨損),營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位淨利(淨損),停業單位損益,非常損益,會計原則變動累積影響數,合併總損益,合併淨損益,共同控制下前手權益損益,少數股權損益,基本每股盈餘
"1101","台泥",86804345,71269956,15534389,3057575,12476814,2352091,2649669,12179236,477397,11701839,0,0,0,11701839,7424530,0,4277309,2.26
"1102","亞泥",48079716,39052747,9026969,3098549,5928420,6200271,2455632,9673059,718049,8955010,0,0,0,8955010,7885009,0,1070001,2.64
"1103","嘉泥",4202418,3747109,455309,647948,-192639,1022891,448990,381262,-12299,393561,0,0,0,393561,413614,0,-20053,0.72
"1104","環球水泥",6648078,6175614,472464,615306,-142842,1056080,165530,747708,58563,689145,0,0,0,689145,693190,0,-4045,1.15
"1108","幸福水泥",3629802,3100533,529269,340378,188891,117767,139994,166664,68330,98334,0,0,0,98334,105262,0,-6928,0.26
"1109","信大水泥",2137320,1743722,393598,227245,166353,66553,52155,180751,63460,117291,0,0,0,117291,107974,0,9317,0.26
"1110","東泥",1637835,1433984,203851,76913,126938,131330,141614,116654,25971,90683,0,0,0,90683,90465,0,218,0.16
"1201","味全公司",21129401,13557846,7571555,6843065,728490,175215,213053,690652,38579,652073,0,0,0,652073,684830,0,-32757,1.35
"1203","味王公司",6894567,5010967,1883600,946318,937282,58840,181275,814847,196807,618040,0,0,0,618040,450492,0,167548,2.07
"1210","大成長城",67857893,61180747,6677146,4770434,1906712,520479,455044,1972147,419903,1552244,0,0,0,1552244,1144663,0,407581,2.63
"1213","大飲",676896,578928,97968,80920,17048,29753,29290,17511,5587,11924,0,0,0,11924,11924,0,0,0.23
"1215","卜蜂企業",15243375,13878632,1364743,996121,368622,59765,24133,404254,107322,296932,0,0,0,296932,272620,0,24312,1.17
"1216","統一",290196357,200467792,89728565,74123124,15605441,7206461,7794476,15017426,2854956,12162470,0,0,0,12162470,7860827,0,4301643,2.02
"1217","愛之味",5336027,3277278,2058749,1775124,283625,274727,201607,356745,191830,164915,0,0,0,164915,159304,0,5611,0.36
"1218","泰山企業",8496444,7040332,1456112,1371963,81639,284445,106810,259274,21761,237513,0,0,0,237513,235280,0,2233,0.76
"1219","福壽實業",9571906,8743437,828469,548905,278191,110563,33151,355603,106423,249180,0,0,0,249180,248636,0,544,0.91
"1220","台榮",2628180,2524083,104097,184345,-80248,37752,17095,-59591,19053,-78644,0,0,0,-78644,-42915,0,-35729,-0.24
"1225","福懋油",11487744,10802538,685206,415264,269407,36668,74528,231547,84705,146842,0,0,0,146842,152932,0,-6090,0.94
"1227","佳格",15633540,9377093,6256447,4334224,1922223,69855,300071,1692007,382067,1309940,0,0,0,1309940,1290209,0,19731,4.03
"1229","聯華實業",5378768,4857708,521060,434808,86252,1311818,123386,1274684,27286,1247398,0,0,0,1247398,1303131,0,-55733,1.60
"1231","聯華食品",3653765,2651475,1002290,888396,113894,65448,14806,164536,48734,115802,0,0,0,115802,118460,0,-2658,1.03
"1232","大統益",15737905,14516238,1221667,442441,779226,50826,77350,752702,162087,590615,0,0,0,590615,588791,0,1824,3.68
"1233","天仁",1774924,726231,1048693,864355,184338,11840,497,195681,19164,176517,0,0,0,176517,174869,0,1648,1.94
"1234","黑松",5059756,3427034,1632722,1527916,104806,537159,153727,488238,167044,321194,0,0,0,321194,321194,0,0,0.60
"1235","興泰",479574,429955,49619,55416,-5797,45234,21506,17931,1901,16030,0,0,0,16030,16602,0,-572,0.33
"1236","宏亞食品",1747118,1168717,578401,446505,131896,45487,7009,170374,-2862,173236,0,0,0,173236,173236,0,0,2.03
"1301","台塑",180074921,157241875,22833046,9084814,13748232,17784919,1895328,29637823,2104394,27533429,0,0,0,27533429,27533429,0,0,4.50
"1303","南亞塑膠",244136345,216632062,27504283,14513544,12980947,8191139,2926670,18245416,1322540,16922876,0,0,0,16922876,16403765,0,519111,2.09
"1304","台聚",46715023,39237048,7477975,3480941,3997034,1153836,790055,4360815,894009,3466806,0,0,0,3466806,2017860,0,1448946,2.78
"1305","華夏",11365656,9680390,1685266,1037427,647839,128100,91184,684755,138639,546116,0,0,0,546116,513536,0,32580,1.21
"1307","三芳化工",8097436,5907170,2190266,1221499,968767,13438,84229,897976,11377,886599,0,0,0,886599,886599,0,0,2.98
"1308","亞聚",4866710,3778559,1088151,223636,864515,360958,20956,1204517,218766,985751,0,0,0,985751,985751,0,0,3.78
"1309","台達化工",14120695,12978045,1142650,582246,560404,228849,141720,647533,111020,536513,0,0,0,536513,536513,0,0,1.93
"1310","台苯",17426076,15936284,1489792,612970,876822,80679,146504,810997,68739,742258,0,0,0,742258,701939,0,40319,1.37
"1312","國喬石化",26825025,23128867,3696158,1254368,2441790,797493,325100,2914183,226372,2687811,0,0,0,2687811,2549821,0,137990,3.31
"1313","聯成",25914189,23393591,2520598,977700,1542898,425588,237540,1730946,291136,1439810,0,0,0,1439810,1439190,0,620,1.74
"1314","中石化",26957056,24600346,2356710,935928,1421098,1429040,692741,2157397,92671,2064726,0,0,0,2064726,2064726,0,0,1.15
"1315","達新工業",3304368,2630612,673756,584888,88868,150671,53291,186248,73658,112590,0,0,0,112590,112378,0,212,0.53
"1316","上曜",659833,656427,3406,80767,-77361,70197,6939,-14103,-9259,-4844,0,0,0,-4844,4898,0,-9742,0.08
"1319","東陽",20314213,14902045,5412168,2965095,2448752,577300,598701,2427351,405390,2021961,0,0,0,2021961,1564649,0,457312,3.48
"1321","大洋",5501381,5005710,495671,406512,89159,64381,12145,141395,61982,79413,0,0,0,79413,79413,0,0,0.36
"1323","永裕",2098667,1568758,529909,328516,201393,21109,33956,188546,43812,144734,0,0,0,144734,117503,0,27231,1.50
"1324","地球工業",1313211,1010347,302864,190166,112698,3944,7348,109294,28540,80754,0,0,0,80754,80754,0,0,1.07
"1325","恒大",1065951,769703,296248,81523,214725,12170,16630,210265,34768,175497,0,0,0,175497,180731,0,-5234,1.97
"1326","台化",296380499,264900581,31479918,11257247,20222671,16168783,6458517,29932937,-283491,30216428,0,0,0,30216428,29439528,0,776900,5.19
"1338","F-廣華",168316,115422,52894,33745,19149,7707,5096,21760,6580,15180,0,0,0,15180,15180,0,0,0.42
"1402","遠東新",166973367,127980017,38993350,23352117,15641789,5629084,3184689,18086184,3462415,14623769,0,0,0,14623769,8088696,0,6535073,1.74
"1410","南染",477245,375175,102070,71403,30667,9464,11533,28598,37616,-9018,0,0,0,-9018,-14752,0,5734,-0.16
"1413","宏洲纖維",3255669,3292726,-37057,106273,-143330,7013,31414,-167731,45751,-213482,0,0,0,-213482,-208557,0,-4925,-1.24
"1416","廣豐",405185,323060,82125,195833,-113708,277902,111656,52538,2,52536,0,0,0,52536,52528,0,8,0.10
"1417","嘉裕",1832882,1184280,648602,722702,-74100,364353,106746,183507,83087,100420,0,0,0,100420,100420,0,0,0.26
"1418","東華",2916197,2500235,415962,200667,215295,196112,56344,355063,23887,331176,0,0,0,331176,331181,0,-5,2.74
"1419","新紡",777715,538538,239177,221405,17772,126298,41955,102115,-409,102524,0,0,0,102524,102524,0,0,0.34
"1432","大魯閣",1176436,1104146,72290,187304,-115014,27449,73674,-161239,3084,-164323,0,0,0,-164323,-113554,0,-50769,-1.34
