公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",30704901,29627836,1077065,120116,0,0,0,956949,627148,329801,0.44,0.34
"1718","中纖",22509229,22926471,-417242,345868,0,0,0,-763110,-843317,80207,-0.76,0.00
"2514","龍邦國際",83199729,78442137,4757592,231801,0,0,0,4525791,1849777,2676014,3.73,3.72
"2847","大眾銀行",13473690,12450406,1023284,-393518,0,0,0,1416802,1008032,408770,0.37,0.34
"2905","三商",65530370,64411635,1118735,304351,0,0,0,814384,761332,53052,1.52,0.00
