公司代號,公司名稱,營業收入,營業成本,營業毛利,營業費用,營業利益,營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利,所得稅費用(利益),繼續營業單位稅後淨利,停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股稅後盈餘,換算匯率,換算匯率參考依據
"910069","新曄",12711031,11581753,1129278,878266,251012,85650,143070,193592,26815,166777,0,0,0,166777,158463,8314,0.24,22.84,98年12月31日之新加坡幣對新台幣匯率
"9102","東亞科",8789677,7450750,1338927,1112468,226459,154329,106937,273851,89556,184295,0,0,0,184295,216797,-32502,0.48,SGD $ 1 : NT $ 22.84,資產負債表日台銀新加坡幣收盤價買賣均價
"9103","美德醫",1817254,1471586,345668,259860,85808,74631,72100,88339,20211,68128,0,0,0,68128,57238,10890,0.13,US$1:NT$32.03,以98年12月31日台灣銀行之匯率換算
"910322","康師傅",162544805,106721935,55822870,36270358,19552512,2425578,1980885,19997205,3986370,16010835,0,0,0,16010835,12258792,3752043,2.19,US$1:NT$31.99,臺灣銀行98年12月31日即期匯率
"9104","萬宇科",14681501,12245414,2436087,1946568,489519,97068,277322,309265,89111,220154,0,0,0,220154,229794,-9640,2.08,4.1986,OANDA萬達亞太私人有限公司提供之匯率報價
"910482","聖馬丁",6445745,4975923,1469822,1076517,393305,88877,82559,399623,25854,373769,0,0,0,373769,376714,-2945,0.62,HKD$1:NT$4.13,臺灣會計師複核的財報報告
"9105","泰金寶",104100398,100268685,3831713,2043186,1788527,175207,637233,1326501,161644,1164857,0,0,0,1164857,1164857,0,0.30,0.96:1(THB:NT),財報日之匯率
"910579","歐聖",3365703,295513,3070190,1004498,2065692,7659,139579,1933772,342422,1591350,0,0,0,1591350,1591350,0,0.91,RMB$1 : NT$  4.69,我國與十六個貿易對手通貨對美元之匯率
"9106","新焦點",3009919,2146877,863042,750290,112752,61724,80829,93647,31971,61676,0,0,0,61676,35398,26278,0.08,RMB＄1：NT$4.6858,臺灣銀行於財務報表日之即期匯率-買賣均價
"910801","金衛醫療",1244961,329515,915446,185145,730301,351071,826415,254957,95073,159884,201788,0,0,361672,257015,104657,0.17,HKD$1：NT$ 4.502,民國九十八年度 3 月31 日之匯率
"9110","越南製造",6972956,5240870,1732086,1041236,690850,212061,89715,813196,131352,681844,0,0,0,681844,681844,0,0.74,USD$1:NT$32.03,依財務報表日之匯率換算
"911201","僑威",5632016,4819671,812345,355150,457195,85486,106146,436535,86522,350013,0,0,0,350013,209531,140482,0.80,HKD＄1：NT$4.126,台灣銀行
"911602","華豐泰國",1697866,1376026,321840,160798,161042,8299,9486,159855,43115,116740,0,0,0,116740,116740,0,0.18,Baht＄1：NT$0.96,98/12/31之匯率
"911606","超級集團",6777325,4397911,2379414,1492484,886930,126299,26079,987150,54147,933003,0,0,0,933003,916921,16082,1.71,SGD$1:NT$22.876,98.12.31www.oanda.com網站公佈之匯率
"911609","揚子江",49815459,39344269,10471190,996809,9474381,2823708,340700,11957389,1217519,10739870,0,0,0,10739870,10739870,0,2.94,RMB$1：NT$ 4.69,我國與十六個貿易對手通貨對美元之匯率
"911610","聯合環境",1570952,974802,596150,195256,400894,43350,15018,429226,91812,337414,0,0,0,337414,337414,0,0.81,SGD$1:NT$22.72,依臺灣銀行99.3.31即期匯率
"911612","滬安電力",6489971,5332558,1157413,329599,827814,52424,96167,784071,152328,631743,0,0,0,631743,631743,0,1.70,4.7289,以98/12/31www.oanda.com公佈之匯率換算
"911616","杜康控股",3376312,2288360,1087952,485393,602559,14131,30222,586468,82770,503698,0,0,0,503698,503698,0,0.84,RMB$1:NT$4.8033,2009年6月底
"911626","華運中國",2200939,1454196,746743,132088,614655,3769,5166,613258,84410,528848,0,0,0,528848,528848,0,1.63,4.6415,匯率係採用各該期期末之台灣銀行匯率
"911868","同方友友",4585884,3010193,1575691,1318244,257447,373853,72944,558356,-9700,568056,0,0,0,568056,572355,-4299,0.69,HKD$1:NT$4.126,2009年12月末
"912398","友佳國際",3640108,2692142,947966,474175,473791,59486,28691,504586,110299,394287,0,0,0,394287,394287,0,1.17,RMB$ 1 : NT$ 4.6858,台灣銀行買入賣出平均價
"9136","巨騰",31028962,25438582,5590380,1705983,3884397,308460,243244,3949613,718293,3231320,0,0,0,3231320,2997378,233942,2.81,HKD＄1：NT$4.1572,匯豐銀行
"913889","大成糖",11094598,9770939,1323659,762827,560832,44645,155857,449620,85817,363803,0,0,0,363803,361637,2166,0.35,HKD＄1：NT$4.1572,OANDA萬達亞太私人有限公司提供之匯率報價
"9151","中國旺旺",54730219,32587925,22142294,11227595,10914699,1603083,999079,11518703,1500267,10018436,0,0,0,10018436,10000970,17466,0.76,USD 1：NTD 31.99,臺灣銀行於財務報表日之即期匯率
"9157","陽光能源",3090582,3103626,-13044,520001,-533045,87685,79024,-524384,-77996,-446388,0,0,0,-446388,-446182,-206,-0.26,RMB$1 : NT$4.6918,中央銀行 98/12/31之匯率
"9188","精熙國際",2807442,2071705,735737,493957,241780,51248,928,292100,-27863,319963,0,0,0,319963,319963,0,0.39,USD$1:NTD$31.99,依臺灣銀行即期匯率(買入賣出平均價)
