公司代號,公司名稱,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,營業費用,繼續營業單位稅前合併淨利(淨損),所得稅(費用)利益,繼續營業單位稅後合併淨利(淨損),停業單位損益,非常損益(稅後),會計原則變動之累積影響數(稅後),合併總損益,合併總損益歸屬予_母公司股東,合併總損益歸屬予_少數股權,基本每股盈餘,稀釋每股盈餘
"2880","華南金",28825138,12507462,16317676,17163123,33480799,11110639,-338955,17486164,4545041,-96037,4449004,0,0,0,4449004,4448958,46,0.71,0.00
"2881","富邦金",56973351,11506925,45466426,309952664,355419090,6003851,-292234115,34949899,22231225,-2454373,19776852,0,0,0,19776852,19937630,-160778,2.47,0.00
"2882","國泰金",99534032,11604601,87929431,234874627,322804058,3451,-252371298,54129762,16299547,-5467666,10831881,0,0,0,10831881,11051057,-219176,1.12,0.00
"2883","開發金",3414806,1800766,1614040,10208004,11822044,-527247,0,5727058,6622233,672793,7295026,0,0,0,7295026,7268902,26124,0.69,0.00
"2884","玉山金控",16103392,7460969,8642423,4616528,13258951,2116940,0,9060094,2081917,-153579,1928338,0,0,0,1928338,1928338,0,0.53,0.51
"2885","元大金",9390466,2777109,6613357,18091965,24705322,442609,0,14937306,9325407,-2004499,7320908,0,0,0,7320908,7243804,77104,0.91,0.00
"2886","兆豐金",41466789,14991088,26475701,19956601,46432302,7305574,-22302,20048239,19056187,-4711317,14344870,0,0,0,14344870,14331894,12976,1.30,1.30
"2887","台新金控",41416958,19498103,21918855,27464098,49382953,3434539,0,29881226,16067188,-5573650,10493538,0,122820,0,10616358,8183147,2433211,1.27,1.27
"2888","新光金",48403962,3893561,44510401,102736245,147246646,1965116,-117532374,23804971,3944185,-1731489,2212696,0,0,0,2212696,1129275,1083421,0.17,0.00
"2889","國票金控",2734699,528195,2206504,4745631,6952135,458982,0,2912647,3580506,-672076,2908430,0,0,0,2908430,2629695,278735,1.26,0.00
"2890","永豐金控",22328077,9936136,12391941,10512264,22904205,6222662,0,15744978,936565,-33124,903441,0,0,0,903441,907801,-4360,0.13,0.13
"2891","中信金",36594201,14234199,22360002,24121161,46481163,12432897,0,30292331,3755935,-1316588,2439347,0,0,0,2439347,2431057,8290,0.15,0.00
"2892","第一金控",28876024,11935514,16940510,12632103,29572613,10620806,36813,15983886,3004734,-315871,2688863,0,0,0,2688863,2778927,-90064,0.44,0.00
