公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 應付公司債匯率影響數,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 持有至到期日金融資產到期還本,　　 處分避險之衍生金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 長期應收租賃款減少,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 舉借長期借款,　　 應付租賃款增加,　　 應付租賃款減少,　　 其他金融負債減少,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2637,2016年01月01日至2016年03月31日,,                849533,                849533,,,                995115,                     54,                              0,                  7103,                273999,                 -6816,                    476,                              0,                 -5826,               -340701,                923404,,,                 -8822,                 -4896,                -15798,                -38066,                 -7327,                -55348,               -130257,,                 20430,                     19,                -34831,                -62214,                 82108,                 -4687,                    825,               -129432,                793972,              1643505,                  7677,               -239053,                     -8,              1412121,,                 32185,                 44898,               -125624,                              0,                  9558,                -21606,                              0,             -3453824,             -3514413,,                151056,                              0,                661342,                662294,                              0,                -14100,                 -5966,              1454626,                -33075,               -680741,              1912006,              1231265,              1231265
2637,2015年01月01日至2015年03月31日,,                532946,                532946,,,                845099,                    142,                 17636,                  5823,                210482,                -14413,                  2607,               -164481,                    388,                 10181,                913464,,,                 23633,                              0,                 -2031,                -24233,                  2137,                -12239,                -12733,,                  9929,                              0,                 14843,                -19900,                 18159,                     83,                 23114,                 10381,                923845,              1456791,                 12354,               -199949,                     -4,              1269192,,                              0,                222669,               -128313,              1050313,                 20013,                              0,                  8622,             -4688855,             -3515551,,                              0,                 -1554,              2990582,                              0,                -16558,               -124235,                 -5674,              2842561,                 22000,                618202,                487078,              1105280,              1105280
