年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值,Unnamed: 52
2013/04,2801,彰化銀行,46802014.0,84798723.0,60001473.0,62494.00,--,20208734.0,780220.00,--,1142867165.00,37884111.0,226989182.00,--,--,39272679.0,23935458.0,10937868.00,80006.00,3107599.0,2327815.0,1700055541.0,126829032.0,--,1715364.0,--,4504591.00,25233888.0,125334.00,--,1372890099.00,43322818.00,--,--,672028.00,3673201.0,6461749.00,2224107.0,1587652211.0,77490592.0,--,35279846.0,-367108.0,0.00,112403330.00,--,--,--,112403330.0,0.0,0.0,14.51,
2013/04,2809,京城銀行,16328494.0,37713306.0,1544550.0,--,248029.00,1251865.0,--,--,107542844.00,33337378.0,6017544.00,--,--,6642016.0,2682595.0,--,--,222352.0,466658.0,213997631.0,15445318.0,3833600.00,93311.0,--,22652181.00,1079473.0,243698.00,--,145581326.00,0.00,--,--,1177.00,513153.0,79436.00,166984.0,189689657.0,12012343.0,178746.00,10689749.0,1427136.0,0.00,24307974.00,--,--,0.00,24307974.0,0.0,0.0,20.24,
2013/04,2812,台中銀行,5590728.0,75496734.0,12195016.0,--,4550801.00,6485651.0,57372.00,0.00,362916674.00,19197158.0,3340584.00,142654.00,164290.00,1158259.0,3416335.0,--,97380.00,391478.0,1011621.0,496212735.0,8341508.0,4968239.00,74800.0,--,358769.00,4420341.0,292018.00,--,429704469.00,16042869.00,--,--,111741.00,348829.0,111021.00,400541.0,465175145.0,25345339.0,675435.00,5050993.0,-34177.0,--,31037590.00,--,--,--,31037590.0,0.0,0.0,12.25,
2013/04,2820,華票,286036.0,82362.0,111604771.0,--,1358800.00,1511909.0,88107.00,--,--,70195578.0,1844679.00,--,--,178792.0,166064.0,--,--,100354.0,921362.0,188338814.0,14220000.0,--,4315.0,--,150704136.00,1047266.0,0.00,--,--,--,--,--,--,1303496.0,0.00,111275.0,167390488.0,13429600.0,2474.00,7205420.0,310832.0,--,--,--,--,--,20948326.0,0.0,0.0,15.6,
2013/04,2834,臺灣企銀,32244163.0,68296127.0,2974594.0,--,20870025.00,14303296.0,546319.00,--,958077590.00,13045318.0,194434171.00,--,--,3325207.0,14298731.0,--,180839.00,2021651.0,1750045.0,1326368076.0,79079753.0,13000.00,280882.0,--,4199242.00,19752202.0,--,--,1095420273.00,51450000.00,--,--,14153582.00,3113241.0,880712.00,771621.0,1269114508.0,50941482.0,0.00,6408324.0,-96238.0,0.00,57253568.00,0.00,--,0.00,57253568.0,0.0,0.0,11.24,
2013/04,2836,高銀,3329141.0,23220274.0,1590421.0,--,3460558.00,757500.0,19862.00,--,178261475.00,19249602.0,0.00,--,--,1566331.0,2744082.0,--,41315.00,133821.0,58981.0,234433363.0,15024665.0,--,5621.0,--,68019.00,2747219.0,9811.00,--,198689944.00,6000000.00,--,--,138703.00,855490.0,--,144849.0,223684321.0,7210492.0,2016605.00,1608002.0,-86057.0,--,10749042.00,--,--,0.00,10749042.0,0.0,0.0,14.91,
2013/04,2838,聯邦銀行,8227163.0,70874052.0,10115316.0,--,20237019.00,13917483.0,160672.00,--,227974804.00,8711283.0,440233.00,54294.00,--,57559287.0,7644442.0,2777603.00,2049795.00,2992503.0,6419023.0,440154972.0,5315113.0,--,16006.0,--,24582657.00,4267543.0,18954.00,--,364084582.00,7400000.00,--,--,2180986.00,769416.0,574580.00,2264761.0,411474598.0,22165251.0,34288.00,5391915.0,831878.0,--,28423332.00,--,--,257042.00,28680374.0,0.0,0.0,12.82,
2013/04,2845,遠東商銀,4397645.0,88827255.0,18795444.0,111034.00,23006325.00,20672272.0,--,--,292517032.00,21735693.0,3105972.00,2365826.00,--,11226390.0,2814164.0,--,1830904.00,576972.0,206250.0,492189178.0,13782129.0,--,7288065.0,12631.00,--,13502992.0,10870.00,--,398305940.00,27103885.00,--,--,2060491.00,754125.0,--,414966.0,463236094.0,23621182.0,34923.00,5595176.0,-298197.0,--,28953084.00,--,--,--,28953084.0,0.0,0.0,12.26,
2013/04,2847,大眾銀行,11499051.0,19692796.0,28126082.0,--,2520667.00,22286982.0,163088.00,--,263546113.00,94400239.0,--,--,282000.00,1365895.0,3342534.0,--,2413667.00,2395832.0,1342639.0,453377585.0,20122998.0,--,6868114.0,5449.00,20047967.00,8598196.0,60684.00,--,340511249.00,15542432.00,0.00,1635380.00,6144103.00,605434.0,188708.00,363548.0,420694262.0,23897922.0,2012287.00,4089586.0,171552.0,-649773.00,29521574.00,--,--,3161749.00,32683323.0,68099875.0,0.0,12.72,
2013/04,2849,安泰銀行,4193198.0,67398842.0,16697537.0,--,1773334.00,6371080.0,184523.00,0.00,185828247.00,58058353.0,--,--,--,786193.0,928296.0,--,259158.00,3553076.0,2214873.0,348246710.0,15404398.0,--,9758288.0,--,3994956.00,4336783.0,47450.00,--,276629149.00,10000000.00,--,1414865.00,883607.00,389638.0,45124.00,109688.0,323013946.0,16796775.0,1461505.00,7737481.0,-762997.0,0.00,25232764.00,--,--,0.00,25232764.0,0.0,0.0,15.02,
