年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值,Unnamed: 53
2014/02,2801,彰化銀行,41302582.0,102420988.0,30651201.0,40385.00,--,22870866.0,618403.00,--,1200815138.00,44676384.0,183495709.00,--,--,91151168.0,23926695.0,10940114.00,523138.00,2503990.0,1889860.0,1757826621.0,142784426.0,447675.00,1555036.0,2292.00,4252643.0,30499390.0,245493.00,--,1396540089.00,53179189.00,--,--,1592064.00,3799961.0,6585233.00,2579178.0,1644062669.0,79040404.0,--,35048822.0,-325274.0,0.00,113763952.00,--,--,--,113763952.0,0.0,0.0,0.0,14.68,
2014/02,2809,京城銀行,16088497.0,37340863.0,2194935.0,--,0.00,990053.0,--,--,113900506.00,39566057.0,5967533.00,--,--,5498451.0,2601102.0,--,--,212037.0,469532.0,224829566.0,12801094.0,3440225.00,4478.0,--,27305279.0,2648273.0,464864.00,--,150956639.00,--,--,--,635.00,479016.0,91843.00,72259.0,198264605.0,12012343.0,178746.00,11774003.0,2599869.0,--,26564961.00,--,--,0.00,26564961.0,0.0,0.0,0.0,22.11,
2014/02,2812,台中銀行,5789532.0,77983758.0,12600082.0,0.00,1654260.00,7269704.0,57164.00,0.00,373932438.00,20292989.0,905695.00,141206.00,174243.00,1109973.0,3384419.0,0.00,118767.00,435015.0,1481027.0,507330272.0,11607909.0,3726573.00,41620.0,0.00,257493.0,4773387.0,251127.00,0.00,436821480.00,14400000.00,0.00,0.00,207979.00,374822.0,111021.00,509478.0,473082889.0,28515063.0,683751.00,5003896.0,44673.0,0.00,34247383.00,--,--,0.00,34247383.0,0.0,0.0,0.0,12.71,
2014/02,2820,華票,391437.0,0.0,107429417.0,--,4174595.00,1378912.0,88202.00,--,--,71543913.0,993027.00,--,--,478795.0,165878.0,--,--,110181.0,912107.0,187666464.0,10900000.0,--,3385.0,--,152798031.0,1689790.0,24643.00,--,--,--,--,--,--,1399396.0,--,89994.0,166905239.0,13429600.0,2474.00,6965966.0,363185.0,0.00,--,0.00,--,--,20761225.0,0.0,0.0,0.0,15.46,
2014/02,2834,臺灣企銀,59680401.0,62104139.0,3677312.0,--,7358299.00,16260645.0,283304.00,--,943363838.00,14198135.0,198686973.00,--,--,3322994.0,14176622.0,--,178744.00,2085053.0,1742823.0,1327119282.0,85680151.0,0.00,205850.0,--,4308188.0,20561268.0,--,--,1088278931.00,48200000.00,--,--,15177168.00,3060662.0,883160.00,996141.0,1267351519.0,52979141.0,0.00,6903529.0,-114907.0,0.00,59767763.00,0.00,--,0.00,59767763.0,0.0,0.0,0.0,11.73,
2014/02,2836,高銀,4169126.0,25223954.0,3206587.0,--,8368138.00,1314569.0,2387.00,--,179655892.00,20898188.0,1642582.00,--,--,1435954.0,2776938.0,--,36375.00,133468.0,99076.0,248963234.0,11262224.0,--,1117.0,--,60975.0,2703087.0,5883.00,--,216499436.00,6200000.00,--,--,195579.00,885224.0,--,146973.0,237960498.0,7403514.0,1872395.00,1761379.0,-34552.0,--,11002736.00,--,--,0.00,11002736.0,0.0,0.0,0.0,15.26,
2014/02,2838,聯邦銀行,7196373.0,70063670.0,19740150.0,--,17035858.00,14094643.0,202955.00,--,246402616.00,11471936.0,283562.00,180555.00,--,55256996.0,7703498.0,2770349.00,2048375.00,2667579.0,6364908.0,463484023.0,8349679.0,--,15669.0,--,32058172.0,3944243.0,24758.00,--,375452609.00,7400000.00,--,--,2082769.00,855981.0,544997.00,2332255.0,433061132.0,24508024.0,34288.00,4631819.0,985953.0,0.00,30160084.00,--,--,262807.00,30422891.0,0.0,0.0,0.0,13.61,
2014/02,2845,遠東商銀,5574545.0,76242162.0,19396624.0,73318.00,11886034.00,21289391.0,--,--,326549020.00,24874389.0,4023179.00,1549262.00,--,9252304.0,2785291.0,--,1814275.00,696113.0,184965.0,506190872.0,23803386.0,--,8314422.0,5205.00,3193884.0,8684353.0,38112.00,--,400390200.00,24114395.00,--,--,1783373.00,782446.0,--,564080.0,471673856.0,28618263.0,462400.00,5662737.0,-226384.0,--,34517016.00,--,--,--,34517016.0,0.0,0.0,0.0,12.66,
2014/02,2847,大眾銀行,5936759.0,10599357.0,29793388.0,--,2709115.00,21186107.0,164143.00,--,275410205.00,89871322.0,--,--,330115.00,15739199.0,3310831.0,--,2375105.00,2285686.0,2743908.0,462455240.0,21637936.0,--,7911370.0,4822.00,24213055.0,7337192.0,87394.00,--,336104173.00,19265114.00,--,1635380.00,8575433.00,591783.0,224300.00,333671.0,427921623.0,25805739.0,2077119.00,3616009.0,236942.0,-365445.00,31370364.00,--,--,3163253.00,34533617.0,36369612.0,0.0,0.0,13.33,
2014/02,2849,安泰銀行,6933386.0,68292316.0,5722605.0,--,592906.00,8404841.0,255043.00,0.00,192328198.00,57575710.0,--,--,--,537521.0,947840.0,--,239088.00,3319934.0,2136224.0,347285612.0,13623757.0,--,10003420.0,--,4121704.0,5974304.0,7247.00,--,274922840.00,10000000.00,--,1414865.00,518636.00,398480.0,71435.00,130484.0,321187172.0,16796775.0,1461505.00,8381508.0,-541348.0,0.00,26098440.00,--,--,0.00,26098440.0,0.0,0.0,0.0,15.54,
