年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值,Unnamed: 53
2015/02,2801,彰化銀行,38861339.0,102702321.0,40280660.0,26317.00,--,20162581.0,259652.00,--,1287286985.00,67902797.0,194204103.00,--,--,46128658.0,23018788.0,11674723.00,459250.00,2653229.0,512765.0,1836134168.0,116953775.0,1020195.00,19243196.0,0.00,5675536.0,26279802.0,432541.00,--,1485055689.00,43347070.00,--,--,1043434.00,3957629.0,6690649.00,2851032.0,1712550548.0,84573232.0,--,38589533.0,420855.0,0.00,123583620.00,--,--,--,123583620.0,0.0,0.00,0.0,15.64,
2015/02,2809,京城銀行,11201088.0,31347249.0,4587856.0,--,2485514.00,1005727.0,--,--,124787384.00,58899602.0,0.00,--,--,3934062.0,2544605.0,--,--,258738.0,705059.0,241756884.0,20549641.0,3573050.00,258929.0,--,21160434.0,3198727.0,459120.00,--,163361501.00,--,--,--,0.00,465686.0,71927.00,290791.0,213389806.0,12012343.0,178746.00,14651609.0,1524380.0,--,28367078.00,--,--,0.00,28367078.0,0.0,0.00,0.0,23.61,
2015/02,2812,台中銀行,8605431.0,81276558.0,22846638.0,0.00,4279554.00,7096057.0,1164.00,0.00,381978165.00,19765587.0,3943896.00,139702.00,362992.00,1021051.0,9164576.0,0.00,156769.00,537698.0,1483754.0,542659592.0,15863765.0,3806220.00,296517.0,0.00,1022713.0,4961436.0,263115.00,0.00,463257911.00,14400000.00,0.00,0.00,304733.00,785826.0,111021.00,523927.0,505597184.0,30340027.0,683751.00,5893227.0,145403.0,0.00,37062408.00,--,--,0.00,37062408.0,0.0,0.00,0.0,13.0,
2015/02,2820,華票,302998.0,0.0,111571505.0,--,2750996.00,1215856.0,90517.00,--,--,74092170.0,119596.00,--,--,178802.0,161053.0,--,--,106720.0,885966.0,191476179.0,14120000.0,--,2264.0,--,152448536.0,2019403.0,23998.00,--,--,--,--,--,--,1448181.0,8766.00,83962.0,170155110.0,13429600.0,2474.00,7474726.0,414269.0,0.00,--,0.00,--,--,21321069.0,0.0,0.00,0.0,15.88,
2015/02,2834,臺灣企銀,52033756.0,75850559.0,3091843.0,--,60055.00,23508123.0,141143.00,--,1003951513.00,18039181.0,194574944.00,306130.00,--,3278131.0,14051492.0,--,123680.00,1748084.0,2314515.0,1393073149.0,77658004.0,0.00,219633.0,--,4772859.0,26795807.0,--,--,1157071440.00,41600000.00,--,--,15247857.00,2997033.0,883359.00,786015.0,1328032007.0,56846618.0,0.00,8369979.0,-175455.0,0.00,65041142.00,0.00,--,0.00,65041142.0,0.0,0.00,0.0,12.28,
2015/02,2836,高銀,3111857.0,19257404.0,6514526.0,--,11609697.00,992602.0,23593.00,--,177410007.00,29786473.0,7808142.00,--,--,1918201.0,2969675.0,--,76155.00,201641.0,98343.0,261778316.0,8959601.0,--,1288.0,--,46627.0,2560225.0,37517.00,--,230239394.00,7000000.00,--,--,176400.00,976824.0,--,133028.0,250130904.0,7788659.0,1872395.00,1964989.0,21369.0,--,11647412.00,--,--,0.00,11647412.0,0.0,0.00,0.0,15.73,
2015/02,2838,聯邦銀行,8489762.0,65312825.0,23602623.0,--,24865797.00,15163297.0,305494.00,--,268098306.00,16768273.0,1780015.00,53987.00,--,59101544.0,7738019.0,3643655.00,2154895.00,2186127.0,7079873.0,506344492.0,9395437.0,--,78521.0,--,32777630.0,4253149.0,19619.00,--,409625311.00,9600000.00,559132.00,--,2704692.00,980000.0,677315.00,2526128.0,473196934.0,26049374.0,33006.00,5377790.0,1438092.0,--,32898262.00,--,--,249296.00,33147558.0,0.0,--,0.0,13.42,
2015/02,2845,遠東商銀,7006998.0,77987793.0,21402372.0,11516.00,14909686.00,22916493.0,4919.00,--,332036824.00,41106387.0,3266077.00,1579459.00,--,10833001.0,2839709.0,--,1788792.00,734266.0,155124.0,538579416.0,14667624.0,--,9232991.0,4512.00,12188813.0,7179143.0,221974.00,--,430446223.00,23007531.00,--,--,2977176.00,984688.0,--,521207.0,501431882.0,30332430.0,459918.00,6566900.0,-211714.0,--,37147534.00,--,--,--,37147534.0,0.0,--,0.0,12.98,
2015/02,2847,大眾銀行,4256521.0,14918632.0,34506501.0,--,1084933.00,25121478.0,108883.00,--,268823025.00,79241282.0,--,--,212000.00,2042166.0,3318888.0,--,2321301.00,1687000.0,3895801.0,441538411.0,11004443.0,--,12107448.0,3345.00,4726644.0,5893696.0,61956.00,--,331452663.00,25313863.00,--,1635380.00,10561720.00,645614.0,80741.00,489028.0,403976541.0,27890786.0,2120612.00,4247935.0,218413.0,-19384.00,34458362.00,--,--,3103508.00,37561870.0,2388595.0,0.00,0.0,13.37,
2015/02,2849,安泰銀行,5775456.0,56090042.0,20366916.0,--,548514.00,6764765.0,266696.00,--,190937534.00,38351872.0,465900.00,--,--,490353.0,956644.0,--,228830.00,2843816.0,3233577.0,327320915.0,7307934.0,--,6140824.0,--,8809538.0,4231827.0,219854.00,--,258743151.00,10000000.00,--,1414865.00,1530822.00,414234.0,42623.00,135717.0,298991389.0,16796775.0,1461505.00,10284264.0,-213018.0,0.00,28329526.00,--,--,0.00,28329526.0,0.0,0.00,0.0,16.87,
