年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值,Unnamed: 53
2015/03,2801,彰化銀行,50393221.0,111940677.00,54497689.0,128501.00,--,19658172.0,275599.00,--,1327288065.00,62337960.0,199922565.00,--,--,40550937.0,22291966.0,12537514.00,438274.00,2798930.0,496616.0,1905556686.0,145131360.0,2735680.00,24104941.0,0.00,4288651.0,41054892.0,217381.00,--,1501579110.00,43663946.00,--,--,918627.00,3987007.0,7070374.00,3564938.0,1778316907.0,84573232.0,--,41851096.0,815451.0,0.00,127239779.00,--,--,--,127239779.0,0.0,0.00,0.0,15.04,
2015/03,2809,京城銀行,8923203.0,30978571.00,3452336.0,--,4800465.00,1414059.0,--,--,123839787.00,56889117.0,0.00,--,--,4139146.0,2493764.0,--,--,223488.0,353181.0,237507117.0,19339188.0,4771432.00,109308.0,--,18657842.0,2119974.0,209913.00,--,164009632.00,--,--,--,0.00,451933.0,61508.00,242782.0,209973512.0,12012343.0,178746.00,15149710.0,662983.0,-470177.00,27533605.00,--,--,0.00,27533605.0,20129000.0,0.00,0.0,23.31,
2015/03,2812,台中銀行,13626603.0,87081049.00,35619789.0,0.00,4826992.00,6579485.0,31703.00,0.00,383411849.00,21750877.0,5261031.00,137164.00,407724.00,1111788.0,9190907.0,0.00,164472.00,526473.0,1615377.0,571343283.0,12023286.0,3114762.00,209769.0,0.00,1073459.0,10285364.0,127123.00,0.00,490279791.00,14400000.00,0.00,0.00,273161.00,787812.0,111021.00,693243.0,533378791.0,30340027.0,683751.00,6675805.0,264909.0,0.00,37964492.00,--,--,0.00,37964492.0,0.0,0.00,0.0,12.51,
2015/03,2820,華票,371611.0,--,112858077.0,--,550676.00,1550966.0,173188.00,--,--,80597942.0,120105.00,--,--,178802.0,159069.0,--,--,114465.0,880053.0,197554954.0,15530000.0,--,2717.0,--,157546520.0,1032795.0,--,--,--,--,--,--,--,1449681.0,11482.00,123851.0,175697046.0,13429600.0,2474.00,7874587.0,551247.0,0.00,--,0.00,--,--,21857908.0,0.0,0.00,0.0,16.28,
2015/03,2834,臺灣企銀,64832935.0,90386432.00,2705505.0,--,14863861.00,17636154.0,103166.00,--,1010074639.00,21288110.0,193629892.00,--,--,2106539.0,14062749.0,--,118373.00,1508946.0,3130039.0,1436447340.0,96621944.0,0.00,389857.0,--,4854455.0,33214036.0,--,--,1170790758.00,45600000.00,--,--,13728999.00,3010888.0,905304.00,771835.0,1369888076.0,56846618.0,0.00,9632552.0,80094.0,0.00,66559264.00,0.00,--,0.00,66559264.0,0.0,0.00,0.0,11.71,
2015/03,2836,高銀,3118709.0,14595561.00,4927364.0,--,14934224.00,955283.0,23593.00,--,177337347.00,34939049.0,10070162.00,--,--,1947548.0,2957826.0,--,72488.00,210111.0,147063.0,266236328.0,10591873.0,--,20161.0,--,692974.0,3701709.0,52866.00,--,231072875.00,7000000.00,--,--,175716.00,989437.0,--,133704.0,254431315.0,7788659.0,1872395.00,2125579.0,18380.0,--,11805013.00,--,--,0.00,11805013.0,0.0,0.00,0.0,15.16,
2015/03,2838,聯邦銀行,10987447.0,67505037.00,11878963.0,--,19401017.00,14895594.0,343933.00,--,275518412.00,22737529.0,2689847.00,53930.00,--,61424182.0,7726942.0,3714068.00,2148498.00,2077635.0,7261186.0,510364220.0,4402124.0,--,69383.0,--,30689773.0,8050169.0,37043.00,--,415512715.00,9600000.00,607246.00,--,2686527.00,981087.0,849322.00,2615325.0,476100714.0,26051524.0,30856.00,6260229.0,1670050.0,--,34012659.00,--,--,250847.00,34263506.0,0.0,--,0.0,13.06,
2015/03,2845,遠東商銀,7113571.0,73599508.00,30032491.0,0.00,5456936.00,20843165.0,334.00,--,342738811.00,39549500.0,3125381.00,1620691.00,--,14148993.0,2948950.0,--,1782422.00,620231.0,165752.0,543746736.0,18478418.0,--,10647144.0,0.00,4565997.0,8243339.0,266931.00,--,438089128.00,20306123.00,--,--,3194604.00,969811.0,--,764411.0,505525906.0,30332430.0,459918.00,7624403.0,-195921.0,--,38220830.00,--,--,--,38220830.0,0.0,--,0.0,12.6,
2015/03,2847,大眾銀行,9137884.0,11109964.00,45139791.0,--,1187626.00,24403958.0,72814.00,--,269654771.00,79060219.0,--,--,212000.00,2084923.0,3321392.0,--,2296558.00,1543614.0,10634977.0,459860491.0,19802424.0,--,17997291.0,3166.00,5342411.0,7352577.0,97186.00,--,332571574.00,26001539.00,--,1635380.00,10676511.00,656591.0,61832.00,452241.0,422650723.0,27890786.0,2126390.00,3942191.0,190207.0,-17403.00,34132171.00,--,--,3077597.00,37209768.0,2316065.0,--,0.0,12.25,
2015/03,2849,安泰銀行,6115855.0,52500710.00,24689095.0,--,748556.00,7116787.0,291381.00,6999.00,186344161.00,43892303.0,894240.00,--,--,673948.0,949604.0,--,228358.00,2768589.0,5943801.0,333164387.0,16855853.0,--,8556425.0,--,9416860.0,3889322.0,228600.00,--,250597931.00,10000000.00,--,1414865.00,2014212.00,429011.0,64237.00,233807.0,303701123.0,16796775.0,1461505.00,11079609.0,125375.0,0.00,29463264.00,--,--,0.00,29463264.0,0.0,0.00,0.0,17.54,
