年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值,Unnamed: 53
2014/04,2801,彰化銀行,39586197.0,109277694.0,37825737.0,27629.00,--,21809314.0,581958.00,--,1259366749.00,46145608.0,183637059.00,--,--,78722662.0,23822844.0,11012440.00,473336.00,3186032.0,397708.0,1815872967.0,124155182.0,950100.00,20858363.0,--,4526694.0,29505168.0,849381.00,--,1452969285.00,48463938.00,--,--,624416.00,4034679.0,6738024.00,2956636.0,1696631866.0,79040404.0,--,39766371.0,434326.0,0.00,119241101.00,--,--,--,119241101.0,0.0,0.0,0.0,15.09,
2014/04,2809,京城銀行,11865111.0,33095936.0,3333154.0,--,772295.00,901001.0,--,--,121560045.00,55660486.0,0.00,--,--,4524455.0,2548865.0,--,--,305307.0,720865.0,235287520.0,12863112.0,4377084.00,594167.0,--,27902026.0,1676477.0,775253.00,--,159224751.00,0.00,--,--,0.00,478222.0,81387.00,168189.0,208140668.0,12012343.0,178746.00,14065004.0,890759.0,0.00,27146852.00,--,--,0.00,27146852.0,0.0,0.0,0.0,22.6,
2014/04,2812,台中銀行,9552955.0,82314107.0,13011606.0,0.00,1545361.00,8118751.0,1021.00,0.00,384382280.00,20711997.0,1418003.00,140282.00,341093.00,1206142.0,5103786.0,0.00,143759.00,552103.0,1479607.0,530022853.0,10697387.0,3499960.00,133360.0,0.00,273573.0,7363659.0,218945.00,0.00,455966124.00,14400000.00,0.00,0.00,340296.00,615521.0,111021.00,512056.0,494131902.0,28515063.0,683751.00,6537277.0,154860.0,0.00,35890951.00,--,--,0.00,35890951.0,0.0,0.0,0.0,12.59,
2014/04,2820,華票,292419.0,0.0,93589437.0,--,1750739.00,1012275.0,176543.00,--,--,71347272.0,385208.00,--,--,178798.0,163367.0,--,--,108664.0,912297.0,169917019.0,12240000.0,--,153196.0,--,134133003.0,385646.0,0.00,--,--,--,--,--,--,1448181.0,6027.00,83935.0,148449988.0,13429600.0,2474.00,7647550.0,387407.0,--,--,--,--,--,21467031.0,0.0,0.0,0.0,15.98,
2014/04,2834,臺灣企銀,64242245.0,61844444.0,2610707.0,--,5527837.00,21821960.0,235755.00,--,1001234570.00,16043539.0,194541571.00,--,--,3268115.0,14101430.0,--,150029.00,2125784.0,4642581.0,1392390567.0,80595072.0,0.00,303213.0,--,3895308.0,30556802.0,--,--,1152156998.00,41800000.00,--,--,15739260.00,3018791.0,898420.00,688786.0,1329652650.0,52979141.0,0.00,9694559.0,64217.0,0.00,62737917.00,0.00,--,0.00,62737917.0,0.0,0.0,0.0,11.84,
2014/04,2836,高銀,4107916.0,23171136.0,10975714.0,--,13385318.00,855286.0,25981.00,--,182883017.00,26141249.0,2746339.00,--,--,1448140.0,2978502.0,--,64317.00,170903.0,69152.0,269022970.0,9519129.0,--,23237.0,--,61121.0,2872063.0,4847.00,--,236927451.00,7000000.00,--,--,178408.00,956097.0,--,149895.0,257692248.0,7403514.0,1872395.00,2038092.0,16721.0,--,11330722.00,--,--,0.00,11330722.0,0.0,0.0,0.0,15.3,
2014/04,2838,聯邦銀行,9590048.0,67260453.0,18614020.0,--,26371487.00,14781594.0,332275.00,--,255787180.00,13974008.0,534200.00,54183.00,--,56835380.0,7732876.0,3691781.00,2050999.00,2407704.0,6463385.0,486481573.0,6748799.0,--,211084.0,--,31791276.0,5567108.0,9849.00,--,395852404.00,7400000.00,--,--,2517176.00,959941.0,707731.00,2409132.0,454174500.0,24509306.0,33006.00,6126910.0,1368900.0,--,32038122.00,--,--,268951.00,32307073.0,0.0,0.0,0.0,13.07,
2014/04,2845,遠東商銀,8084621.0,78125478.0,25944211.0,40439.00,14385710.00,19664258.0,26785.00,--,319176466.00,30518170.0,3991084.00,1592014.00,--,14811608.0,2785884.0,--,1801534.00,826343.0,165375.0,521939980.0,11496870.0,--,11055294.0,5204.00,4391451.0,5596002.0,243366.00,--,423242417.00,25479749.00,--,--,2874070.00,762276.0,--,530549.0,485677248.0,28618263.0,462400.00,7384364.0,-202295.0,--,36262732.00,--,--,--,36262732.0,0.0,0.0,0.0,12.67,
2014/04,2847,大眾銀行,4504378.0,13076641.0,35842270.0,--,1971409.00,23050004.0,114749.00,--,286691683.00,83129463.0,--,--,282000.00,11334246.0,3276820.0,--,2367703.00,1891206.0,5114807.0,472647379.0,18002929.0,--,12261551.0,4179.00,18794224.0,7732001.0,37650.00,--,343590852.00,23414551.00,--,1635380.00,9977688.00,607972.0,53525.00,783420.0,436895922.0,25805739.0,2095443.00,4775446.0,276037.0,-348878.00,32603787.00,--,--,3147670.00,35751457.0,34776053.0,0.0,0.0,12.81,
2014/04,2849,安泰銀行,7567361.0,62965473.0,25436545.0,--,1029062.00,5605800.0,221936.00,--,191009208.00,33187027.0,--,--,--,1133372.0,963750.0,--,245644.00,3065512.0,2645762.0,335076452.0,13278381.0,--,11087133.0,--,3180978.0,3667506.0,39072.00,--,262745653.00,10000000.00,--,1414865.00,1076019.00,413663.0,74141.00,122690.0,307100101.0,16796775.0,1461505.00,9952931.0,-234860.0,0.00,27976351.00,--,--,0.00,27976351.0,0.0,0.0,0.0,16.66,
