年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值,Unnamed: 52
2013/03,2801,彰化銀行,29667692.0,128226759.0,59618939.0,70694.00,--,19617919.0,724864.00,--,1129305225.00,40286461.0,186430969.00,--,--,28760115.0,24012354.0,10820530.00,73985.00,3362675.0,1944976.0,1662924157.0,108015993.0,--,2629775.0,--,5232947.00,30338648.0,269874.00,--,1349797857.00,43249966.00,--,--,1108648.00,3555364.0,6245561.00,1969105.0,1552413738.0,77490592.0,--,33679631.0,-659804.0,0.00,110510419.00,--,--,--,110510419.0,0.0,0.0,14.26,
2013/03,2809,京城銀行,14706527.0,37504987.0,1685857.0,--,494238.00,1079858.0,--,--,105591572.00,34297998.0,6046356.00,--,--,6814059.0,2690649.0,--,--,291529.0,496596.0,211700226.0,16225735.0,4747200.00,37340.0,--,19602330.00,1254503.0,196010.00,--,146065527.00,0.00,--,--,4126.00,457139.0,77857.00,162465.0,188830232.0,12012343.0,178746.00,9608813.0,1070092.0,0.00,22869994.00,--,--,0.00,22869994.0,0.0,0.0,19.04,
2013/03,2812,台中銀行,5867110.0,68625211.0,12197986.0,0.00,5027475.00,5293086.0,56589.00,0.00,356225597.00,19215539.0,3258187.00,133245.00,190217.00,1156488.0,3410837.0,0.00,89839.00,305933.0,1004341.0,482057680.0,12913695.0,4122435.00,57724.0,0.00,254048.00,4777511.0,135138.00,0.00,415456219.00,13512483.00,0.00,0.00,44899.00,259498.0,111021.00,369012.0,452013683.0,24868532.0,675537.00,4537893.0,-37965.0,0.00,30043997.00,--,--,0.00,30043997.0,0.0,0.0,12.08,
2013/03,2820,華票,298035.0,74175.0,104212254.0,--,2976000.00,1400504.0,58488.00,--,--,68589019.0,2506542.00,--,--,180128.0,163021.0,--,--,114242.0,928318.0,181500726.0,13500000.0,--,1199.0,--,145309810.00,630720.0,0.00,--,--,--,--,--,--,1268055.0,0.00,73422.0,160783206.0,13429600.0,2474.00,6998737.0,286709.0,0.00,--,0.00,--,--,20717520.0,0.0,0.0,15.43,
2013/03,2834,臺灣企銀,23448793.0,62569481.0,4087650.0,--,200680.00,14761344.0,657201.00,--,986326723.00,13619143.0,189937865.00,--,--,3234745.0,14350358.0,--,189681.00,1907038.0,2127762.0,1317418464.0,84242254.0,20000.00,225575.0,--,8428165.00,21035688.0,--,--,1084017939.00,45450000.00,--,--,13486086.00,2889567.0,879754.00,815184.0,1261490212.0,50941482.0,0.00,5073391.0,-86621.0,0.00,55928252.00,0.00,--,0.00,55928252.0,0.0,0.0,10.98,
2013/03,2836,高銀,3541790.0,21764298.0,1839457.0,--,6709790.00,850076.0,19862.00,--,171433496.00,18158921.0,0.00,--,--,1584714.0,2752202.0,--,45294.00,141896.0,92703.0,228934499.0,11852003.0,--,1946.0,--,67887.00,3584745.0,26547.00,--,195648326.00,6000000.00,--,--,142783.00,810211.0,--,147116.0,218281564.0,7210492.0,2016605.00,1513296.0,-87458.0,--,10652935.00,--,--,0.00,10652935.0,0.0,0.0,14.77,
2013/03,2838,聯邦銀行,7029578.0,67420653.0,9761056.0,--,18111747.00,14339830.0,190572.00,--,231331630.00,8004718.0,415748.00,54251.00,--,57130970.0,7655632.0,2781229.00,2079761.00,3078741.0,6514149.0,435900265.0,5332034.0,--,64619.0,--,24803635.00,5139108.0,41441.00,--,360297952.00,5200000.00,--,--,3847769.00,753004.0,527282.00,2333730.0,408340574.0,22165251.0,34288.00,4665264.0,445488.0,--,27310291.00,--,--,249400.00,27559691.0,0.0,0.0,12.32,
2013/03,2845,遠東商銀,4488898.0,79374297.0,18635068.0,120853.00,11003406.00,21604064.0,--,--,316949779.00,16639829.0,2647545.00,2331771.00,--,11833978.0,2817135.0,--,1840190.00,669368.0,210504.0,491166685.0,25027428.0,--,5708838.0,10320.00,--,11477111.0,60296.00,--,392644362.00,25055638.00,--,--,1486065.00,714972.0,--,489645.0,462674675.0,23621182.0,34923.00,5260972.0,-425067.0,--,28492010.00,--,--,--,28492010.0,0.0,0.0,12.06,
2013/03,2847,大眾銀行,3973523.0,14426784.0,28069297.0,--,2453103.00,20893117.0,143767.00,--,268041089.00,92129330.0,--,--,262000.00,453551.0,3312737.0,--,2431641.00,2441043.0,1603654.0,440634636.0,20684929.0,--,7179414.0,5582.00,22914815.00,7653141.0,25722.00,--,326151578.00,15436182.00,0.00,1635380.00,5514378.00,588066.0,198904.00,577334.0,408565425.0,23897922.0,1999733.00,3666341.0,63488.0,-665884.00,28961600.00,--,--,3107611.00,32069211.0,69962456.0,0.0,12.48,
2013/03,2849,安泰銀行,3766458.0,77584094.0,15144253.0,--,1550001.00,6614105.0,184523.00,0.00,191332996.00,60666995.0,--,--,--,729520.0,895879.0,--,267415.00,3725296.0,2229840.0,364691375.0,8675927.0,--,9602035.0,--,5373337.00,5852312.0,90018.00,--,298190304.00,10000000.00,--,1414865.00,625273.00,483663.0,26069.00,167637.0,340501440.0,16796775.0,1461505.00,6776301.0,-844646.0,0.00,24189935.00,--,--,0.00,24189935.0,0.0,0.0,14.4,
