年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值,Unnamed: 53
2014/01,2801,彰化銀行,41583345.0,94106875.0,50934446.0,51396.00,--,19031022.0,681902.00,--,1196346724.00,41566681.0,180965153.00,--,--,82853988.0,23983046.0,10936253.00,528621.00,3089246.0,2075486.0,1748734184.0,141424330.0,--,2072417.0,--,4761310.00,24700595.0,356397.00,--,1400619906.00,43306757.00,--,--,2978594.00,3708994.0,6727704.00,2402718.0,1633059722.0,77490592.0,--,38380193.0,-196323.0,0.00,115674462.00,--,--,--,115674462.0,0.0,0.00,0.0,14.93,
2014/01,2809,京城銀行,15990401.0,36105402.0,2002949.0,--,305974.00,1194785.0,--,--,112310033.00,39060345.0,5995822.00,--,--,5600715.0,2677055.0,--,--,194054.0,484506.0,221922041.0,16349577.0,3661200.00,41324.0,--,26283507.00,859288.0,377509.00,--,147569387.00,--,--,--,875.00,497653.0,83534.00,185788.0,195909642.0,12012343.0,178746.00,11954686.0,1866624.0,0.00,26012399.00,--,--,0.00,26012399.0,0.0,--,0.0,21.65,
2014/01,2812,台中銀行,6822191.0,73210631.0,22584544.0,--,5175963.00,6507928.0,57658.00,--,364058995.00,18813341.0,922043.00,143169.00,3188638.00,1124534.0,3403597.0,--,119076.00,447118.0,1482314.0,508061740.0,13825027.0,3947276.00,48383.0,--,260888.00,3919464.0,410802.00,--,436450224.00,15259692.00,--,--,110705.00,371162.0,111021.00,445742.0,475160386.0,26130472.0,678749.00,6087832.0,4301.0,0.00,32901354.00,--,--,0.00,32901354.0,0.0,0.00,0.0,12.81,
2014/01,2820,華票,625782.0,0.0,113358921.0,--,3099865.00,1437526.0,83272.00,--,--,70637017.0,1293625.00,--,--,178792.0,165284.0,--,--,96651.0,915288.0,191892023.0,14820000.0,--,5154.0,--,153852317.00,479525.0,0.00,--,--,--,--,--,--,1303496.0,0.00,86629.0,170547121.0,13429600.0,2474.00,7592055.0,320773.0,0.00,--,--,--,--,21344902.0,0.0,--,0.0,15.89,
2014/01,2834,臺灣企銀,54807641.0,64061979.0,4159365.0,--,12189769.00,14257343.0,394339.00,--,947640616.00,13742424.0,196474172.00,--,--,3307516.0,14230680.0,--,172307.00,2010802.0,2524296.0,1329973249.0,88817440.0,18000.00,247827.0,--,5043669.00,18600516.0,--,--,1089516672.00,50350000.00,--,--,14173147.00,3117940.0,879967.00,641877.0,1271407055.0,50941482.0,0.00,7620784.0,3928.0,0.00,58566194.00,0.00,--,0.00,58566194.0,0.0,0.00,0.0,11.5,
2014/01,2836,高銀,4377069.0,25048428.0,2229086.0,--,8117720.00,901813.0,19862.00,--,169862034.00,20159459.0,758017.00,--,--,1556548.0,2783493.0,--,37989.00,133875.0,90712.0,236076105.0,12801371.0,--,4590.0,--,68091.00,2269631.0,20983.00,--,201654497.00,7200000.00,--,--,131303.00,866303.0,--,148415.0,225165184.0,7210492.0,2016605.00,1742784.0,-58960.0,0.00,10910921.00,--,--,0.00,10910921.0,0.0,0.00,0.0,15.13,
2014/01,2838,聯邦銀行,9471640.0,72611947.0,18701731.0,--,17929638.00,13510866.0,183004.00,--,239995001.00,9420016.0,243232.00,182035.00,--,54188511.0,7702383.0,2773976.00,2046905.00,2816282.0,6409671.0,458186838.0,9502468.0,--,41484.0,--,29894365.00,3676718.0,30849.00,--,372384674.00,7400000.00,--,--,1996072.00,769479.0,560394.00,2304922.0,428561425.0,22165251.0,34288.00,6110869.0,1048954.0,--,29359362.00,--,--,266051.00,29625413.0,0.0,0.00,0.0,13.25,
2014/01,2845,遠東商銀,5120930.0,78755499.0,20388010.0,86733.00,14124645.00,19187248.0,--,--,309768694.00,23408918.0,3099309.00,1595320.00,--,11779002.0,2795890.0,--,1821618.00,463261.0,204449.0,492599526.0,29133988.0,--,8135197.0,5033.00,--,7595347.0,19174.00,--,384426049.00,24186999.00,--,--,3747590.00,778142.0,--,466469.0,458493988.0,27271182.0,460684.00,6600091.0,-226419.0,--,34105538.00,--,--,--,34105538.0,0.0,0.00,0.0,12.51,
2014/01,2847,大眾銀行,10359267.0,15162843.0,31949548.0,--,2668669.00,19686129.0,163216.00,--,270999262.00,89997329.0,--,--,282000.00,9316859.0,3326793.0,--,2389715.00,2348714.0,2558805.0,461209149.0,21922313.0,0.00,7859303.0,5427.00,24094693.00,7393870.0,82393.00,0.00,336480834.00,19153158.00,0.00,1635380.00,7395598.00,594132.0,230218.00,309558.0,427156877.0,23897922.0,2070288.00,4959276.0,243002.0,-365445.00,30805043.00,--,--,3247229.00,34052272.0,36369612.0,0.00,0.0,13.09,
2014/01,2849,安泰銀行,6838687.0,68630587.0,17237873.0,--,1540197.00,8122508.0,184523.00,0.00,197113054.00,56772672.0,--,--,--,1246971.0,906726.0,--,248274.00,3489011.0,2260919.0,364592002.0,18571386.0,--,10112861.0,--,4926784.00,5877125.0,22750.00,--,286905907.00,10000000.00,--,1414865.00,105063.00,397372.0,64553.00,119858.0,338518524.0,16796775.0,1461505.00,8403886.0,-588688.0,0.00,26073478.00,--,--,0.00,26073478.0,0.0,--,0.0,15.52,
