年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值,Unnamed: 53
2014/03,2801,彰化銀行,43243143.0,101437921.0,33311396.0,28649.00,--,23185787.0,617786.00,--,1225692725.00,46356338.0,184329877.00,--,--,80811109.0,23767817.0,11013991.00,493870.00,2475329.0,1995907.0,1778761645.0,148573373.0,456750.00,2648137.0,37977.00,4737601.0,28744361.0,343745.00,--,1414184210.00,48262373.00,--,--,694086.00,3855278.0,6595397.00,2725776.0,1661859064.0,79040404.0,--,38194147.0,-331970.0,0.00,116902581.00,--,--,--,116902581.0,0.0,0.0,0.0,14.79,
2014/03,2809,京城銀行,14387405.0,34523633.0,2892052.0,--,230215.00,1154097.0,--,--,118684298.00,44450380.0,5944887.00,--,--,5573293.0,2602403.0,--,--,225731.0,367972.0,231036366.0,12363408.0,2647932.00,148416.0,--,30834208.0,1191483.0,589839.00,--,155277369.00,--,--,--,396.00,465750.0,71300.00,91696.0,203681797.0,12012343.0,178746.00,12926307.0,2237173.0,--,27354569.00,--,--,0.00,27354569.0,0.0,0.0,0.0,22.77,
2014/03,2812,台中銀行,7086621.0,76845135.0,10524766.0,0.00,485815.00,7469029.0,57103.00,0.00,378440054.00,20656688.0,742194.00,140085.00,505986.00,1170210.0,3366759.0,0.00,144803.00,415380.0,1480103.0,509530731.0,7581600.0,3385857.00,83699.0,0.00,262685.0,5584804.0,128468.00,0.00,441539191.00,14400000.00,0.00,0.00,301520.00,384058.0,111021.00,501750.0,474264653.0,28515063.0,683751.00,6031036.0,36228.0,0.00,35266078.00,--,--,0.00,35266078.0,0.0,0.0,0.0,12.37,
2014/03,2820,華票,392143.0,0.0,96357801.0,--,3030572.00,955444.0,176843.00,--,--,71140385.0,488441.00,--,--,178795.0,163839.0,--,--,114780.0,913868.0,173912911.0,11640000.0,--,3191.0,--,139176508.0,478728.0,--,--,--,--,--,--,--,1444396.0,--,97898.0,152840721.0,13429600.0,2474.00,7358216.0,281900.0,0.00,--,0.00,--,--,21072190.0,0.0,0.0,0.0,15.69,
2014/03,2834,臺灣企銀,56707844.0,59846898.0,3646776.0,--,16513410.00,19609877.0,322557.00,--,950596442.00,14774439.0,197327589.00,--,--,3289150.0,14134843.0,--,167486.00,2052880.0,2282841.0,1341273032.0,83542060.0,0.00,304573.0,--,3876414.0,25193841.0,--,--,1103922719.00,43200000.00,--,--,15358284.00,3046824.0,882276.00,653395.0,1279980386.0,52979141.0,0.00,8322700.0,-9195.0,0.00,61292646.00,0.00,--,0.00,61292646.0,0.0,0.0,0.0,11.57,
2014/03,2836,高銀,4236785.0,22173585.0,5916957.0,--,12688162.00,881464.0,16053.00,--,181007589.00,25428667.0,2248081.00,--,--,1440705.0,2784535.0,--,36442.00,144914.0,95314.0,259099253.0,9503852.0,--,35143.0,--,61048.0,3371372.0,2644.00,--,227545954.00,6200000.00,--,--,195470.00,898088.0,--,152776.0,247966347.0,7403514.0,1872395.00,1904503.0,-47506.0,--,11132906.00,--,--,0.00,11132906.0,0.0,0.0,0.0,15.04,
2014/03,2838,聯邦銀行,7952063.0,71951318.0,20615042.0,--,20937594.00,14403329.0,225990.00,--,252927861.00,10915252.0,315093.00,177354.00,--,51034850.0,7724072.0,3741937.00,2048329.00,2494614.0,6474520.0,473939218.0,5876196.0,--,179077.0,--,34944258.0,4755996.0,16867.00,--,382962083.00,7400000.00,--,--,2679372.00,881073.0,558794.00,2434784.0,442688500.0,24509306.0,33006.00,5436890.0,1003834.0,0.00,30983036.00,--,--,267682.00,31250718.0,0.0,0.0,0.0,12.64,
2014/03,2845,遠東商銀,7243272.0,74796005.0,21881152.0,56318.00,11510854.00,20546118.0,134841.00,--,333506115.00,19914633.0,4056935.00,1548604.00,--,11147507.0,2774832.0,--,1807905.00,610370.0,184517.0,511719978.0,17260122.0,--,10213716.0,5205.00,4545476.0,10743394.0,30283.00,--,406232704.00,24192844.00,--,--,1775502.00,788173.0,--,551682.0,476339101.0,28618263.0,462400.00,6658147.0,-357933.0,--,35380877.00,--,--,--,35380877.0,0.0,0.0,0.0,12.36,
2014/03,2847,大眾銀行,4176153.0,13576907.0,33425340.0,--,2725298.00,21227825.0,192789.00,--,283870762.00,88275992.0,--,--,331100.00,13655969.0,3346460.0,--,2352151.00,2192990.0,2613078.0,471962814.0,20515864.0,--,11108816.0,4183.00,25716709.0,6862354.0,121506.00,--,337608053.00,22393831.00,--,1635380.00,8705971.00,556009.0,239582.00,1292491.0,436760749.0,25805739.0,2084635.00,4305982.0,236944.0,-362144.00,32071156.00,--,--,3130909.00,35202065.0,36411456.0,0.0,0.0,12.61,
2014/03,2849,安泰銀行,8149855.0,68844683.0,22063238.0,--,0.00,5467688.0,188704.00,--,192389485.00,36845617.0,--,--,--,949157.0,961648.0,--,234620.00,3181456.0,1748836.0,341024987.0,11201007.0,--,10898665.0,--,4446843.0,3783326.0,4191.00,--,271241481.00,10000000.00,--,1414865.00,721706.00,403790.0,58888.00,103524.0,314278286.0,16796775.0,1461505.00,9046693.0,-558272.0,0.00,26746701.00,--,--,0.00,26746701.0,0.0,0.0,0.0,15.92,
