年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值,Unnamed: 52
2013/02,2801,彰化銀行,41370838.0,106501686.0,51170561.0,82629.00,--,20401005.0,657175.00,--,1153777877.00,40367504.0,186465381.00,--,--,23332752.0,24055053.0,10822260.00,78119.00,3732798.0,2360756.0,1665176394.0,122014083.0,--,3010974.0,--,5955455.00,35115911.0,231869.00,--,1334200414.00,43308743.00,--,--,1099408.00,3557524.0,6205424.00,1886054.0,1556585859.0,77490592.0,--,31354282.0,-254339.0,0.00,108590535.00,--,--,--,108590535.0,0.0,0.0,14.99,
2013/02,2809,京城銀行,15124327.0,37355042.0,2074639.0,--,1365051.00,956109.0,--,--,102029302.00,17570859.0,6073327.00,--,--,22343226.0,2698236.0,--,--,393414.0,542785.0,208526317.0,13311246.0,5120400.00,155270.0,--,18156582.00,4088565.0,298475.00,--,145487479.00,0.00,--,--,2406.00,488343.0,79939.00,188295.0,187377000.0,12012343.0,178746.00,8504308.0,453920.0,0.00,21149317.00,--,--,0.00,21149317.0,0.0,0.0,17.61,
2013/02,2812,台中銀行,9821772.0,66605446.0,13870783.0,0.00,4380862.00,5207362.0,56589.00,0.00,345620987.00,19358300.0,3688457.00,132232.00,81443.00,1142323.0,3434225.0,0.00,91297.00,358290.0,952991.0,474803359.0,9900983.0,3266172.00,47291.0,0.00,262811.00,9248772.0,212084.00,0.00,408224418.00,13504169.00,0.00,0.00,42277.00,255943.0,111021.00,322931.0,445398872.0,24868532.0,675537.00,3750836.0,109582.0,0.00,29404487.00,--,--,0.00,29404487.0,0.0,0.0,12.68,
2013/02,2820,華票,572524.0,75300.0,106758435.0,--,1879159.00,1239811.0,0.00,--,--,71226913.0,4222359.00,--,--,205128.0,164520.0,--,--,106222.0,918997.0,187369368.0,11660000.0,--,3711.0,--,152264796.00,1428370.0,86066.00,--,--,--,--,--,--,1268055.0,0.00,77826.0,166788824.0,13429600.0,2474.00,6772351.0,376119.0,0.00,--,0.00,--,--,20580544.0,0.0,0.0,15.32,
2013/02,2834,臺灣企銀,26164131.0,71729231.0,5446914.0,--,4635892.00,16450360.0,625611.00,--,959036727.00,13086769.0,183710389.00,--,--,3548163.0,14320024.0,--,190330.00,1950156.0,4080020.0,1304974717.0,83721075.0,--,273346.0,--,10541939.00,32294018.0,--,--,1058265538.00,48900000.00,--,--,11050684.00,2852725.0,879964.00,1067125.0,1249846414.0,50941482.0,0.00,4390925.0,-204104.0,0.00,55128303.00,0.00,--,0.00,55128303.0,0.0,0.0,11.25,
2013/02,2836,高銀,4491232.0,23610308.0,1271966.0,--,2793780.00,1060425.0,19862.00,--,167705160.00,17192061.0,0.00,--,--,1622826.0,2761088.0,--,49446.00,138484.0,63669.0,222780307.0,12375599.0,--,1700.0,--,67838.00,3174597.0,25617.00,--,191536847.00,4000000.00,--,--,145615.00,785327.0,--,161740.0,212274880.0,7210492.0,2016605.00,1405368.0,-127038.0,--,10505427.00,--,--,0.00,10505427.0,0.0,0.0,14.86,
2013/02,2838,聯邦銀行,9330731.0,65617692.0,9074173.0,--,15025002.00,13839581.0,143411.00,--,222549591.00,8962220.0,807958.00,54308.00,--,57455539.0,7683408.0,2784856.00,2079793.00,3187876.0,6573519.0,425169658.0,6162175.0,--,67489.0,--,26064401.00,6423665.0,46207.00,--,349278244.00,5200000.00,--,--,1476791.00,751704.0,524315.00,2313600.0,398308591.0,22167126.0,32413.00,3989325.0,427232.0,0.00,26616096.00,--,--,244971.00,26861067.0,0.0,0.0,13.13,
2013/02,2845,遠東商銀,6516586.0,75136585.0,16400551.0,138009.00,8636162.00,21608747.0,--,--,314135911.00,18201156.0,2699776.00,2343178.00,--,13237628.0,2844442.0,--,1849476.00,734573.0,207910.0,484690690.0,24038777.0,--,4728043.0,8081.00,--,8033182.0,53817.00,--,392562649.00,25114152.00,--,--,1161403.00,719276.0,--,438742.0,456858122.0,23621182.0,34923.00,4387806.0,-211343.0,--,27832568.00,--,--,--,27832568.0,0.0,0.0,12.41,
2013/02,2847,大眾銀行,4982647.0,11787747.0,29527222.0,--,1707213.00,19314416.0,107843.00,--,270407004.00,93850778.0,--,--,247000.00,444880.0,3296954.0,--,2446330.00,2465957.0,2229566.0,442815557.0,16629786.0,--,8903402.0,6888.00,19185957.00,7256280.0,26069.00,--,336352736.00,15329932.00,0.00,1635380.00,5099270.00,602131.0,140521.00,241163.0,411409515.0,23897922.0,1990828.00,3135667.0,-33736.0,-665884.00,28324797.00,--,--,3081245.00,31406042.0,69529545.0,0.0,13.0,
2013/02,2849,安泰銀行,6511031.0,74561708.0,15862365.0,--,2005492.00,10635040.0,184523.00,19472.00,210333948.00,76321256.0,--,--,--,584522.0,916031.0,--,278243.00,3794022.0,2199952.0,404207605.0,17630768.0,--,9639424.0,--,8706759.00,9775930.0,149726.00,--,321457266.00,10000000.00,--,1414865.00,497335.00,482542.0,45047.00,254246.0,380053908.0,16796775.0,1461505.00,6773476.0,-878059.0,0.00,24153697.00,--,--,0.00,24153697.0,0.0,0.0,14.38,
