公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",3804157,2806070,998087,81648,916439,0,916439,0,0,916439,914062,2377,0.69
"2856","元富證券",8913966,8181936,732030,39706,692324,0,692324,0,0,692324,692324,0,0.46
"6005","群益證",5470999,4363240,1107759,185983,921776,0,921776,0,0,921776,858591,63185,0.36
