公司代號,公司名稱,營業收入,營業成本,營業毛利(毛損),營業費用,營業淨利(淨損),營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位淨利(淨損),停業單位損益,非常損益,會計原則變動累積影響數,合併總損益,合併淨損益,共同控制下前手權益損益,少數股權損益,基本每股盈餘
"1101","台泥",88362106,76620814,11741292,3266694,8474598,3319741,2809741,8984598,1424425,7560173,0,0,0,7560173,6002467,0,1557706,1.63
"1102","亞泥",46698994,42889223,3809771,1460059,2349166,5117199,1726683,5739682,491483,5248199,0,0,0,5248199,4938336,0,309863,1.53
"1103","嘉泥",3081251,3073985,7266,335351,-328085,652020,1032445,-708510,-16671,-691839,0,0,0,-691839,-686525,0,-5314,-1.06
"1104","環球水泥",3478931,3195806,283125,284238,-1113,610184,10835,598236,4270,593966,0,0,0,593966,589740,0,4226,0.98
"1108","幸福水泥",3004812,2768035,236777,235344,1433,262664,82018,182079,22515,159564,0,0,0,159564,160963,0,-1399,0.40
"1109","信大水泥",2619661,2415097,204564,200144,4420,38276,53937,-11241,12619,-23860,0,0,0,-23860,14869,0,-38729,0.04
"1110","東泥",1123642,1026495,97147,41009,56138,138915,12862,182191,19601,162590,0,0,0,162590,162045,0,545,0.28
"1201","味全公司",21795013,13679368,8115645,7122674,992971,118687,219873,891785,336640,555145,0,0,0,555145,660799,0,-105654,1.31
"1203","味王公司",4653996,3782152,871844,623390,248454,43903,153359,138998,52981,86017,0,0,0,86017,67903,0,18114,0.29
"1210","大成長城",64702975,59188763,5514212,4497259,1016953,534361,346060,1205254,190021,1015233,0,0,0,1015233,717160,0,298073,1.40
"1213","大飲",593019,513370,79649,56364,23285,4526,6691,21120,931,20189,0,0,0,20189,20189,0,0,0.39
"1215","卜蜂企業",13117811,12059413,1058398,840628,217770,117085,42057,292798,72970,219828,0,0,0,219828,218231,0,1597,0.94
"1216","統一",324414782,226397558,98017224,82992118,15025106,5901506,3290454,17636158,2851200,14784958,0,0,0,14784958,9855045,0,4929913,2.03
"1217","愛之味",3745103,2375620,1369483,1247179,122304,115911,136486,101729,24253,77476,0,0,0,77476,65387,0,12089,0.13
"1218","泰山企業",7999160,6975440,1023720,1048207,-24731,227550,63329,139490,9545,129945,0,0,0,129945,125405,0,4540,0.37
"1219","福壽實業",7725411,7286852,438559,393396,45163,54155,21035,78283,43081,35202,0,0,0,35202,37075,0,-1873,0.12
"1220","台榮",2862079,2582095,279984,158713,121271,28230,6683,142818,16765,126053,0,0,0,126053,119251,0,6802,0.67
"1225","福懋油",10761220,10256753,504467,365584,138746,31082,54143,115685,18848,96837,0,0,0,96837,95263,0,1574,0.51
"1227","佳格",14839737,9216841,5622896,3881827,1741069,259145,25538,1974676,378388,1596288,0,0,0,1596288,1592081,0,4207,2.79
"1229","聯華實業",3788370,3387894,400476,260769,139707,1123321,58717,1204311,76426,1127885,0,0,0,1127885,1139822,0,-11937,1.34
"1231","聯華食品",4028376,2858544,1169832,821153,348679,52621,35838,365462,76513,288949,0,0,0,288949,290699,0,-1750,2.37
