公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",32772934,31368568,1404366,294672,0,0,0,1109694,805974,303720,0.46,0.46
"1718","中纖",22403364,20261398,2141966,391326,0,0,0,1750640,249055,1501585,0.22,0.22
"2514","龍邦國際",77608289,76361537,1246752,267302,0,0,0,979450,340299,639151,0.68,0.66
"2905","三商",108631654,106270887,2360767,157670,0,0,0,2203097,1720218,482879,2.89,0.00
