公司代號,公司名稱,營業收入,營業成本,營業毛利,營業費用,營業利益,營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利,所得稅費用(利益),繼續營業單位稅後淨利,停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股稅後盈餘,換算匯率,換算匯率參考依據
"910069","新曄",14956363,13572902,1383461,1129024,254437,79678,107879,226236,56595,169641,0,0,0,169641,171291,-1650,0.19,23.92,臺灣銀行9/28平均匯率
"910322","康師傅",219132942,152468644,66664298,48600790,18063508,3519751,1634413,19948846,5885755,14063091,0,0,0,14063091,11341202,2721889,2.03,USD $ 1 : NTD $ 29.3,臺灣銀行101年9月30日即期匯率
"9105","泰金寶",104601555,101003757,3597798,2898919,698879,1273043,854724,1117198,109826,1007372,0,0,0,1007372,1007372,0,0.25,0.96:1(THB:NT),財報日之匯率
"910579","歐聖",129537,53527,76010,849879,-773869,14753,721474,-1480590,-17681,-1462909,-10485,0,0,-1473394,-1447560,-25834,-0.64,RMB$1:NT$4.67,我國與十六個貿易對手通貨對美元之匯率
"910861","神州",212922433,197409405,15513028,10883390,4629638,2534074,1300640,5863072,863242,4999830,0,0,0,4999830,4397808,602022,4.12,HKD＄1：3.7570NT$,以101.12.31www.oanda.com網站公佈匯率換算
"910948","融達",3556695,3400383,156312,93119,63193,424628,121292,366529,8818,357711,0,0,0,357711,357711,0,0.56,USD$1:NT$29.04,臺灣銀行於財務報表日之即期匯率-買賣均價
"9110","越南製造",4326843,3916051,410792,598934,-188142,178215,1165,-11092,-3329,-7763,0,0,0,-7763,-7763,0,-0.01,USD$1：NT$29.3,台北外匯經紀股份有限公司
"911602","華豐泰國",1685055,1377762,307293,145149,162144,12916,895,174165,40565,133600,0,0,0,133600,133600,0,0.22,Baht＄1：NT$0.96,101/09/30之匯率
"911608","明輝環球",2201428,1787398,414030,395660,18370,13922,27436,4856,35593,-30737,0,0,0,-30737,36837,-67574,0.15,SGD$1:NTD23.92,臺灣銀行於財務報表日之即期匯率
"911609","揚子江",48292736,36126068,12166668,1266989,10899679,6728271,1624690,16003260,3199076,12804184,0,0,0,12804184,12922734,-118550,3.37,RMB$1:NT$4.66,銀行期末平均匯率
"911610","聯合環境",3284250,2101691,1182559,369516,813043,80974,232135,661882,106326,555556,0,0,0,555556,533412,22144,0.90,SGD＄1：NT$23.76,臺灣銀行於財務報表日之即期匯率
"911611","中國泰山",1845428,2027989,-182561,49907,-232468,29342,102752,-305878,5,-305883,0,0,0,-305883,-305883,0,-0.27,RMB1:NTD4.6642,Bloomberg顯示9月30日閉市匯率
"911612","滬安電力",12001329,10950891,1050438,505866,544572,50740,240859,354453,72444,282009,0,0,0,282009,282009,0,0.33,4.6052,101/09/30www.oanda.com網站公佈之匯率換算
"911616","杜康控股",6439085,3967072,2472013,1272665,1199348,37231,29433,1207146,299847,907299,0,0,0,907299,907299,0,1.14,RMB$1:NT$4.689,2012年3月底
"911622","泰聚亨",6683820,6703628,-19808,254568,-274376,80921,127236,-320691,0,-320691,0,0,0,-320691,-320691,0,-0.53,THB$1：NT$  0.96,以臺灣銀行公佈匯率換算
"911626","華運中國",2668642,1932693,735949,136286,599663,7647,5983,601327,155551,445776,0,0,0,445776,445776,0,0.86,CNY$1:NT$4.66,匯率係採用各該期期末之台灣銀行匯率
