公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付票據增加（減少）,　　　　　 應付票據－關係人增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之利息,　　 收取之股利,　　 收取之股利,　　 支付之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之現金流量－直接法,　　 營業活動之收現類別,　　　 營業活動之收現類別合計,　　 收取之股利,　　 收取之股利,　　 支付之利息,　　 支付之利息,　　 收取之利息,　　 收取之利息,　　 退還（支付）所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他應收款增加,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 預付設備款增加,　　 預付設備款減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 發放現金股利,　　 庫藏股票買回成本,　　 員工購買庫藏股,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
3058,2016年01月01日至2016年09月30日,,                 87579,                 87579,,,                123940,                 10149,                  1998,                  6791,                 -5620,                   -547,                              0,                    172,                  2085,                              0,                     13,                              0,                 15655,                              0,                              0,                154636,,,                      7,                -12566,                -96106,                    461,                  3476,                 -8275,                  3570,               -109433,,                  1944,                -14026,                              0,                 38405,                              0,                -23382,                 -8693,                   -599,                 -6351,               -115784,                 38852,                126431,                  5681,                  5681,                    547,                    547,                 -6649,                 -6649,                 -7046,,,                126431,                    547,                    547,                 -6649,                 -6649,                  5681,                  5681,                 -7046,                118964,,                              0,                -10000,                              0,                -12375,                -85459,                  3192,                 -1664,                              0,                 -9086,                              0,                              0,                              0,                -33693,               -149085,,                              0,               -176980,                300000,                   -884,                     52,                              0,                -84860,                              0,                              0,                              0,                 37328,               -102942,                -95735,                806576,                710841,                710841
3058,2015年01月01日至2015年09月30日,,                 67986,                 67986,,,                119253,                 11449,                  3716,                  7984,                -13446,                   -238,                              0,                              0,                  3425,                              0,                              0,                              0,                 11499,                              0,                              0,                143642,,,                    430,                 28061,                -75450,                 42791,                -36727,                 27660,                 17231,                  3996,,                   -231,                -32740,                              0,                 71143,                              0,                 24575,                 14671,                   -601,                 76817,                 80813,                224455,                292441,                 14001,                 14001,                    238,                    238,                 -8342,                 -8342,                -21883,,,                292441,                    238,                    238,                 -8342,                 -8342,                 14001,                 14001,                -21883,                276455,,                              0,                -27371,                 22426,                              0,               -152476,                  7474,                   -114,                              0,                 -1150,                              0,                              0,                              0,                 -5520,               -156731,,                310000,               -380140,                              0,                   -486,                  1124,                              0,                -85246,                 -4179,                              0,                              0,               -158927,                 29905,                 -9298,                999748,                990450,                990450
