公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 償還長期借款,　　 應付租賃款減少,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2103,2016年01月01日至2016年03月31日,,                341233,                341233,,,                237962,                 43504,                              0,                 38001,                -13087,                 57822,                    417,                  2885,                367504,,,                 11581,               -202564,                -15673,               -250975,                -43092,               -500723,,               -296869,                 -7912,               -199161,                 -2721,               -193229,                -26450,               -726342,             -1227065,               -859561,               -518328,                 17084,                -37164,                -92172,               -630580,,               -222629,               -121345,                    365,                  6075,               -337534,,              3679890,             -2594698,                820000,               -771065,               -794046,                 -1601,                   -386,                338094,                -72055,               -702075,              3981288,              3279213,              3279213
2103,2015年01月01日至2015年03月31日,,                273315,                273315,,,                228576,                 46814,                  2098,                 44175,                -34509,                147030,                 11071,                  3163,                448418,,,                107747,                555947,                -18353,                634311,                 48469,              1328121,,                -53700,                -19851,               -236706,                -32484,                 -3588,                  9793,               -336536,                991585,              1440003,              1713318,                 35778,                -45649,                -31813,              1671634,,                              0,               -226269,                  4937,                 12423,               -208909,,              3501564,             -4092346,                917127,               -968650,             -1039637,                 -1583,                   -515,             -1684040,                -61392,               -282707,              5092877,              4810170,              4810170
