公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分採用權益法之投資損失（利益）,　　　　 非金融資產減損損失,　　　　 已實現銷貨損失（利益）,　　　　 投資性不動產公允價值調整損失(利益),　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付票據增加（減少）,　　　　　 應付票據－關係人增加（減少）,　　　　　 應付建造合約款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 處分無活絡市場之債務工具投資,　　 取得以成本衡量之金融資產,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他應收款－關係人增加,　　 取得無形資產,　　 處分無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 長期應收租賃款增加,　　 其他金融資產增加,　　 其他非流動資產減少,　　 預付設備款減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券減少,　　 發行公司債,　　 償還公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 其他非流動負債增加,　　 發放現金股利,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
1402,2016年01月01日至2016年09月30日,,             11686421,             11686421,,,             11335885,              3082651,                434117,              1826984,               -278497,               -200268,               -811273,                699747,                 25201,                    111,                -39780,               -175786,                   -278,             -1746402,                 24078,             14176490,,,                557886,                  7916,                 82375,                 21643,              3737661,               -746248,               -140503,              3520730,,                 13065,                701393,                -82870,                 46934,               -629060,                 47767,                651731,                445169,               -772549,                -31557,                390023,              3910753,             18087243,             29773664,                269727,              3125926,             -1754167,             -1773654,             29641496,,                 -6420,                202059,                295728,                              0,               -139262,                111959,                              0,            -14692674,                 17815,                 12055,                125740,             -8829711,                      5,                 -1723,                              0,               -271595,                489331,                -29821,                    154,            -22716360,,              8235462,              3056000,             15600000,            -13329500,            110126865,           -116032497,                 55160,                -23848,            -12979808,                 91822,             -5200344,                -74109,              1650683,             40878814,             42529497,             42529497
1402,2015年01月01日至2015年09月30日,,             16581363,             16581363,,,             10497014,              2956438,                208875,              1832484,               -390743,               -228904,             -2275289,                605641,               -983629,                    522,               -633800,               -293211,                   -278,             -3563971,                  5315,              7736464,,,               -268906,              4696798,              1456657,              1588125,               -911801,                263539,               -102193,              6722219,,                 20362,              1515993,               -170695,                319030,               -141353,                 30246,                136519,                332978,               -180214,                -32019,              1830847,              8553066,             16289530,             32870893,                412345,              4156666,             -1774562,             -4415139,             31250203,,               -198559,                816810,              1720486,                -66802,               -568455,                 13425,               -159449,            -16317546,                 67930,               -160766,               -100000,               -797114,                    478,               -244552,                 66347,               -176512,             -1973437,                118212,                     38,            -17959466,,                950197,             14088000,             13600000,            -12350000,            152334616,           -149340951,                 56337,                -22434,            -14178767,                566337,              5703335,                177986,             19172058,             25985419,             45157477,             45157477
