公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 概括承受他公司之淨現金收取數,　　 其他金融資產增加,　　 其他非流動資產減少,　　 收取之利息,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 存入保證金減少,　　 其他非流動負債增加,　　 員工執行認股權,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
3545,2016年01月01日至2016年03月31日,,               -102177,               -102177,,,                 13847,                 11446,                 -2092,                  4763,                -13214,                  6562,                  1986,                              0,                 62388,                 -1167,                 84519,,,                468556,                114798,                 32161,                615515,,               -116469,               -169730,                 45937,                   -101,               -240363,                375152,                459671,                357494,                   -804,                   -751,                355939,,                              0,                              0,                 -2139,                    500,                 -5441,                              0,                218592,                    273,                 16239,                228024,,                -20114,                 -8082,                              0,                 16169,                              0,                   -112,                -12139,                -27444,                544380,              1680546,              2224926,              2224926
3545,2015年01月01日至2015年03月31日,,                -50382,                -50382,,,                 15684,                 12011,                -96333,                  4516,                -19900,                 20752,                              0,                    -28,                 30695,                    305,                -32298,,,                364798,               -219949,                -11735,                133114,,               -191084,               -112016,                 31254,                  2833,               -269013,               -135899,               -168197,               -218579,                 -1386,                 -5235,               -225200,,               -148000,                148028,                -13354,                              0,                              0,                717370,                376736,                   -712,                 19403,              1099471,,                -97400,                 -5457,                  1400,                 22854,                              0,                   -528,                -79131,                -18163,                776977,              1725308,              2502285,              2502285
