公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他應收款－關係人減少,　　 其他金融資產增加,　　 其他金融資產減少,　　 預付設備款增加,　　 其他預付款項減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 償還長期借款,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
1735,2016年01月01日至2016年03月31日,,                 23947,                 23947,,,                 25377,                    577,                 17553,                  2796,                   -651,                    359,                   -682,                  2451,                 47780,,,                -46402,                 59326,                 27382,                 12024,                    750,                 -2768,                 50312,,                -14730,                    522,                -22176,                    318,                 -1286,                              0,                -37352,                 12960,                 60740,                 84687,                    651,                 -2799,                -11377,                 71162,,                 -4838,                    203,                     54,                              0,                              0,                              0,                -13364,                              0,                -17945,,              1177148,             -1115446,                     98,                 -8042,                 53758,                -17326,                 89649,                347009,                436658,                436658
1735,2015年01月01日至2015年03月31日,,                 26196,                 26196,,,                 23903,                    574,                 -5955,                 10304,                 -1651,                      6,                 -7290,                   -702,                 19189,,,                -24935,                186457,                  7029,                 54385,                  8837,                -18647,                213126,,                -57430,                -46325,                -38639,                    612,                  3916,                     57,               -137809,                 75317,                 94506,                120702,                  1651,                -10311,                 -4613,                107429,,                -49257,                              0,                    144,                    510,                -70584,                123939,                -18910,                    247,                -13911,,              1209908,             -1257963,                 -9903,                 -6000,                -63958,                -16964,                 12596,                241564,                254160,                254160
