公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",9096577,6156416,2940161,530679,2409482,0,2409482,0,0,2409482,2406345,3137,2.05
"2856","元富證券",8863530,7887993,975537,485347,490190,0,490190,0,0,490190,0,0,0.35
"6005","群益證",9808268,6351001,3457267,945044,2512223,0,2512223,0,0,2512223,0,6184,1.70
"6012","金鼎證券",7614169,6084237,1529932,-41291,1571223,0,1571223,0,0,1571223,1570474,749,1.45
