公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",33280466,32671882,608584,-91386,0,0,0,699970,638117,61853,0.46,0.00
"1712","興農",21912432,22382177,-469745,92436,0,0,0,-562181,234249,-796430,0.65,0.00
"1718","中纖",31566869,27594538,3972331,508297,0,0,0,3464034,1954722,1509312,1.66,0.00
"2514","龍邦國際",74102190,72849068,1253122,24684,0,0,0,1228438,485350,743088,0.99,0.99
"2847","大眾銀行",17846286,26997596,-9151310,-1405049,0,0,0,-7746261,-8021280,275019,-3.90,0.00
"2905","三商",54269010,52890912,1378098,489831,0,0,0,888267,517044,371223,1.05,0.00
